Avg_Adj_205_Wt,Avg_Birth_Wt,Avg_Calving_Ease,Avg_Act_Wean_Wt,Avg_Age_In_Days,Avg_Frame_Score,Avg_ADG,Avg_WDA
585.32821,81.8974358974359,1.0000,497.4871794871795,175.2564,4.3307692515544405,2.36923,2.85385
