Avg_Adj_205_Wt,Avg_Birth_Wt,Avg_Calving_Ease,Avg_Act_Wean_Wt,Avg_Age_In_Days,Avg_Frame_Score,Avg_ADG,Avg_WDA
543.08684,77.47368421052632,1.0000,471.89473684210526,177.3947,4.163157899128763,2.22368,2.65526
