chaps_id,birth_date,breed,reg_no,reg_name,elec_id,sire_id,dam_id,sex,sex_date,birth_weight,calving_ease,state,herd_id,cow_age
230,0000-00-00,ARLOANAN,,,,20437,10194,2,0000-00-00,88,1,,H38,3
231,0000-00-00,ARLOANAN,,,,20471,10113,3,0000-00-00,85,1,,H38,7
232,0000-00-00,ARLOLOAN,,,,20471,375,2,0000-00-00,79,1,,H38,7
233,0000-00-00,ARLOANHH,,,,20435,10138,3,0000-00-00,70,1,,H38,5
234,0000-00-00,LOLOANHH,,,,20430,10207,2,0000-00-00,51,1,,H38,2
235,0000-00-00,LO,,,,20430,10209,3,0000-00-00,54,1,,H38,2
236,0000-00-00,LOLOANHH,,,,20430,10200,3,0000-00-00,67,1,,H38,2
237,0000-00-00,LO,,,,20430,10214,2,0000-00-00,54,1,,H38,2
238,0000-00-00,ARLOANHH,,,,20471,10062,3,0000-00-00,80,1,,H38,9
239,0000-00-00,ARLOANAN,,,,20437,10195,2,0000-00-00,60,1,,H38,3
240,0000-00-00,ARLOANHH,,,,20447,10115,3,0000-00-00,73,1,,H38,7
241,0000-00-00,LOLOARAN,,,,20430,10206,2,0000-00-00,54,1,,H38,2
242,0000-00-00,LOLOARAN,,,,20430,10201,3,0000-00-00,56,1,,H38,2
243,0000-00-00,ARLOANHH,,,,20471,10103,2,0000-00-00,75,1,,H38,7
244,0000-00-00,ARLOARAN,,,,20437,10181,3,0000-00-00,75,1,,H38,3
245,0000-00-00,ARARLOAN,,,,20435,480,3,0000-00-00,80,1,,H38,4
246,0000-00-00,ARARLOAN,,,,20447,402,3,0000-00-00,83,1,,H38,5
247,0000-00-00,ARLOLOHH,,,,20447,414,2,0000-00-00,73,1,,H38,5
248,0000-00-00,ARLOANHH,,,,20472,10102,2,0000-00-00,84,1,,H38,7
249,0000-00-00,ARARLOAN,,,,20435,453,2,0000-00-00,75,1,,H38,4
250,0000-00-00,ARLOANAN,,,,20447,10086,2,0000-00-00,70,1,,H38,7
251,0000-00-00,ARARLOAN,,,,20435,457,2,0000-00-00,70,1,,H38,4
252,0000-00-00,ARLOANGV,,,,20471,10059,2,0000-00-00,84,1,,H38,9
253,0000-00-00,ARARLOLO,,,,20435,478,3,0000-00-00,89,1,,H38,4
254,0000-00-00,ARLOANAN,,,,20447,10096,2,0000-00-00,69,1,,H38,7
255,0000-00-00,ARARLOLO,,,,20447,417,3,0000-00-00,93,1,,H38,5
256,0000-00-00,ARLOANAN,,,,20437,10192,3,0000-00-00,77,1,,H38,3
257,0000-00-00,ARLOANHH,,,,20447,10156,3,0000-00-00,72,1,,H38,5
258,0000-00-00,ARLOANAN,,,,20437,10187,2,0000-00-00,64,1,,H38,3
259,0000-00-00,ARLOAN,,,,20437,10193,2,0000-00-00,70,1,,H38,3
260,0000-00-00,ARLOAN,,,,20447,10093,2,0000-00-00,69,1,,H38,7
261,0000-00-00,ARARLOAN,,,,20447,472,3,0000-00-00,93,1,,H38,4
262,0000-00-00,ARLOANAN,,,,20437,10191,2,0000-00-00,74,1,,H38,3
263,0000-00-00,ARARLOAN,,,,20435,424,3,0000-00-00,85,1,,H38,5
264,0000-00-00,ARLOANAN,,,,20472,10119,3,0000-00-00,110,1,,H38,7
265,0000-00-00,ARARLOAN,,,,20447,403,2,0000-00-00,75,1,,H38,5
266,0000-00-00,LO,,,,20430,10216,3,0000-00-00,65,1,,H38,2
267,0000-00-00,ARLOANAN,,,,20447,10118,2,0000-00-00,110,1,,H38,7
268,0000-00-00,ARARANAN,,,,20447,10176,2,0000-00-00,85,1,,H38,4
269,0000-00-00,ARARLOAN,,,,20435,461,2,0000-00-00,74,1,,H38,4
270,0000-00-00,ARLOHHAR,,,,20447,420,3,0000-00-00,86,1,,H38,5
271,0000-00-00,ARLOANAN,,,,20437,10186,2,0000-00-00,72,1,,H38,3
272,0000-00-00,ARARLOAN,,,,20435,434,2,0000-00-00,90,1,,H38,5
273,0000-00-00,ARLOARHH,,,,20472,10095,3,0000-00-00,100,1,,H38,7
274,0000-00-00,ARLOARHH,,,,20437,10182,2,0000-00-00,71,1,,H38,3
275,0000-00-00,LOLOARAN,,,,20430,10205,2,0000-00-00,65,1,,H38,2
276,0000-00-00,ARANLOAN,,,,20435,463,3,0000-00-00,96,1,,H38,4
277,0000-00-00,ARANLOHH,,,,20435,456,2,0000-00-00,75,1,,H38,4
278,0000-00-00,ARLOARAN,,,,20435,10131,2,0000-00-00,83,1,,H38,5
279,0000-00-00,LO,,,,20430,10215,2,0000-00-00,50,1,,H38,2
280,0000-00-00,LO,,,,20430,10211,3,0000-00-00,80,1,,H38,2
281,0000-00-00,LMLOARAN,,,,20429,10198,2,0000-00-00,65,1,,H38,3
282,0000-00-00,ARARLOLO,,,,20437,417,2,0000-00-00,76,1,,H38,6
283,0000-00-00,ARLOANGV,,,,20473,10059,3,0000-00-00,85,1,,H38,10
284,0000-00-00,ARLOANAN,,,,20425,10096,2,0000-00-00,80,1,,H38,8
285,0000-00-00,ARLOANAN,,,,20473,10188,2,0000-00-00,78,1,,H38,4
286,0000-00-00,ARLOARAN,,,,20425,10134,3,0000-00-00,81,1,,H38,6
287,0000-00-00,ARARLOAN,,,,20437,402,3,0000-00-00,66,1,,H38,6
288,0000-00-00,ARLOANHH,,,,20447,10138,2,0000-00-00,75,1,,H38,6
289,0000-00-00,ARLOARAN,,,,20437,10181,2,0000-00-00,75,1,,H38,4
290,0000-00-00,ARLOHHAR,,,,20437,372,2,0000-00-00,49,1,,H38,8
291,0000-00-00,ARARLOAN,,,,20437,453,2,0000-00-00,65,1,,H38,5
292,0000-00-00,LOLOSHAN,,,,20430,10221,3,0000-00-00,62,1,,H38,2
293,0000-00-00,LMLOARAN,,,,20429,10197,3,0000-00-00,76,1,,H38,3
294,0000-00-00,LMLO,,,,20429,10212,2,0000-00-00,80,1,,H38,3
295,0000-00-00,LOLOANAR,,,,20430,10218,2,0000-00-00,55,1,,H38,2
296,0000-00-00,ARARLOAN,,,,20447,472,2,0000-00-00,75,1,,H38,5
297,0000-00-00,ARARLOAN,,,,20425,466,2,0000-00-00,74,1,,H38,5
298,0000-00-00,ARLOLOHH,,,,20437,414,3,0000-00-00,76,1,,H38,6
299,0000-00-00,ARLOARAN,,,,20437,10129,3,0000-00-00,93,1,,H38,6
300,0000-00-00,ARLOANHH,,,,20437,10102,3,0000-00-00,75,1,,H38,8
301,0000-00-00,ARLOHHAR,,,,20473,420,2,0000-00-00,87,1,,H38,6
302,0000-00-00,LMLO,,,,20429,10214,3,0000-00-00,74,1,,H38,3
303,0000-00-00,ARLOANAN,,,,20473,10192,3,0000-00-00,89,1,,H38,4
304,0000-00-00,ARLOANHH,,,,20437,10115,3,0000-00-00,70,1,,H38,8
305,0000-00-00,ARLOANAN,,,,20437,10184,2,0000-00-00,60,1,,H38,4
306,0000-00-00,ARLOAN,,,,20473,10093,2,0000-00-00,84,1,,H38,8
307,0000-00-00,LMLO,,,,20429,10213,3,0000-00-00,96,1,,H38,3
308,0000-00-00,LOLOARGV,,,,20430,10222,3,0000-00-00,65,1,,H38,2
309,0000-00-00,ARLOLOHH,,,,20437,373,3,0000-00-00,72,1,,H38,8
310,0000-00-00,LMLO,,,,20429,10216,3,0000-00-00,85,1,,H38,3
311,0000-00-00,LMANLOHH,,,,20429,456,3,0000-00-00,82,1,,H38,5
312,0000-00-00,ARLOANAN,,,,20437,10187,2,0000-00-00,65,1,,H38,4
313,0000-00-00,ARLOAN,,,,20447,10088,3,0000-00-00,89,1,,H38,8
314,0000-00-00,ARLOANAN,,,,20447,10195,2,0000-00-00,85,1,,H38,4
315,0000-00-00,LOLOARGV,,,,20430,10220,2,0000-00-00,60,1,,H38,2
316,0000-00-00,ARLOANAR,,,,20437,10180,3,0000-00-00,75,1,,H38,4
317,0000-00-00,ARLOANHH,,,,20437,10142,2,0000-00-00,65,1,,H38,6
318,0000-00-00,LMLO,,,,20429,10210,3,0000-00-00,74,1,,H38,3
319,0000-00-00,LOLOANGV,,,,20430,10217,3,0000-00-00,69,1,,H38,2
320,0000-00-00,ARARLOAN,,,,20437,461,2,0000-00-00,70,1,,H38,5
321,0000-00-00,ARLOANHH,,,,20473,10104,2,0000-00-00,83,1,,H38,8
322,0000-00-00,ARLOAN,,,,20447,10111,3,0000-00-00,81,1,,H38,8
323,0000-00-00,ARARLOAN,,,,20447,403,2,0000-00-00,85,1,,H38,6
324,0000-00-00,ARLOANHH,,,,20437,10139,3,0000-00-00,95,1,,H38,6
325,0000-00-00,ARARLOAN,,,,20447,480,2,0000-00-00,95,1,,H38,5
326,0000-00-00,LMANLOAN,,,,20429,463,2,0000-00-00,115,1,,H38,5
327,0000-00-00,ARARLOAN,,,,20437,424,3,0000-00-00,66,1,,H38,6
328,0000-00-00,ARARLOAN,,,,20473,457,2,0000-00-00,90,1,,H38,5
329,0000-00-00,ARLOLOAN,,,,20447,375,2,0000-00-00,80,1,,H38,8
330,0000-00-00,ARLOANAN,,,,20447,10196,3,0000-00-00,97,1,,H38,4
331,0000-00-00,ARANARHH,,,,20473,10163,2,0000-00-00,84,1,,H38,5
