"H38",20067,,"","","","","","",,"1",,
"H38",20068,,"","","","","","",,"1",,
"H38",20069,,"","","","","","",,"1",,
"H38",20070,,"AN","","","","","",,"1",,
"H38",20071,2012-04-20 0:00:00,"AR","1547993","006Z5ID","949000000100408","1384618","1041707",,"1",,
"H38",20072,,"AN","","","","","",,"1",,
"H38",20073,,"GV","","","","","",,"1",,
"H38",20074,,"GV","","","","","",,"1",,
"H38",20075,,"AN","","","","","",,"1",,
"H38",20076,,"HH","2584005","BP SANDMAN 146D","","","",,"1",,
"H38",20077,2011-08-17 0:00:00,"SH","x4190244","006Z5ID","982000172933965","x3944295","x4046959",,"1",,
"H38",20078,2011-01-01 0:00:00,"AN","17119121","","","","52S1",,"1",,
"H38",20079,2012-05-01 0:00:00,"LM","2005690","006Z5ID","949000000008967","1936877","1932517",,"1",,
"H38",20080,,"AR","","","","","",,"1",,
"H38",20081,,"AN","","","","","",,"1",,
"H38",20082,,"AN","","","","","",,"1",,
"H38",20083,,"AN","","","","","",,"1",,
"H38",20084,2003-02-13 0:00:00,"AR","","","","GG B571","2254",,"1",,
"H38",20085,2004-05-01 0:00:00,"LO","FM3991","","","FM1909","FF123",,"1",,
"H38",20086,2010-01-01 0:00:00,"SH","","","949000000040961","","x4121225",,"1",,
"H38",20087,,"LO","","","","ALMDKPRD","MISSDKTA",,"1",,
"H38",20088,2002-02-25 0:00:00,"LO","","","982000007489005","27H","FM9",,"1",,
"H38",20089,2004-05-01 0:00:00,"LO","FM3990","","","FM647","FF156",,"1",,
"H38",20090,2011-01-01 0:00:00,"SM","2619614","","","","80L7",,"1",,
"H38",20091,2012-01-31 0:00:00,"SM","2669479","006Z5ID","949000000006113","2281133","2364441",,"1",,
"H38",20092,,"AR","312276","","","","",,"1",,
"H38",20093,,"AR","316788","","","","",,"1",,
"H38",20094,1992-03-28 0:00:00,"AN","11793344","","","","",,"1",,
"H38",20095,,"AR","372968","","","","",,"1",,
"H38",20096,2004-05-12 0:00:00,"LO","FM3992","","","FM74","FF151",,"1",,
"H38",20097,2012-02-04 0:00:00,"SM","2669482","006Z5ID","982000172933978","2289889","2460422",,"1",,
"H38",20098,,"DR","7079","","","","",,"1",,
"H38",20099,1996-01-07 0:00:00,"HH","40036739","","","19476026","2548883",,"1",,
"H38",20100,1995-01-19 0:00:00,"HH","40036740","","","19172457","2396123",,"1",,
"H38",20101,1997-05-15 0:00:00,"HH","40049272","","","19390001","19273999",,"1",,
"H38",20102,2004-03-25 0:00:00,"AR","992320","","982009104173251","788190","667864",,"1",,
"H38",20103,2004-03-14 0:00:00,"AR","992251","","982009104079543","575520","802634",,"1",,
"H38",20104,2004-03-17 0:00:00,"AR","992275","","982009104079673","575520","416033",,"1",,
"H38",20105,,"CH","","","","","",,"1",,
"H38",20106,1998-01-28 0:00:00,"HH","41003694","SR 4411 MARK 8037","","19461176","19410898",,"1",,
"H38",20107,1999-04-24 0:00:00,"HH","41139401","SR MARK DON 9219","","19578040","19571110",,"1",,
"H38",20108,2004-03-13 0:00:00,"AR","992323","","982009104079427","575520","684093",,"1",,
"H38",20109,1998-01-14 0:00:00,"HH","42035398","BP 146D SANDMAN 46H","","2584005","42035388",,"1",,
"H38",20110,1997-02-21 0:00:00,"HH","42035426","FA BRITISHER 126G","","42035420","42035424",,"1",,
"H38",20111,1998-03-23 0:00:00,"HH","4200609","MW PRAIRIE 68H","","42200608","42200607",,"1",,
"H38",20112,2004-03-28 0:00:00,"LO","FM3988","","","FM1787","FF2903",,"1",,
"H38",20113,2010-02-02 0:00:00,"SM","2570106","","949000000078084","2321664","2364451",,"1",,
"H38",20114,,"CH","","Skogen Charolais 5230 Sons","","","",,"1",,
"H38",20115,,"CH","","","","","",,"1",,
"H38",20116,2010-01-24 0:00:00,"AN","17119108","","949000000077091","13512009","16375661",,"1",,
"H38",20117,2010-02-10 0:00:00,"SM","2570112","","949000000015081","2321664","2242073",,"1",,
"H38",20118,2010-02-16 0:00:00,"SM","2570120","","949000000197020","2216165","2397437",,"1",,
"H38",20119,,"CH","","Skogen Charolais 5681 Sons","","","",,"1",,
"H38",20120,,"CH","","Skogen Charolais 5932 Sons","","","",,"1",,
"H38",20121,,"LO","","","","","",,"1",,
"H38",20122,,"LO","","","","NEVADA","TRIANGL",,"1",,
"H38",20123,,"CH","","","","","",,"1",,
"H38",20124,1994-03-14 0:00:00,"AN","12292752","NDSU CRUZLINER 62D1","","","",,"1",,
"H38",20125,2010-01-01 0:00:00,"LO","","","949000000195730","","",,"1",,
"H38",20126,1991-01-29 0:00:00,"AN","11554190","B/R TRAVELER 130","","QAS234","BR972",,"1",,
"H38",20127,2004-04-02 0:00:00,"LO","FM3989","","","FM1787","FF2177",,"1",,
"H38",20128,2004-04-02 0:00:00,"LO","FM3989","","","FM1787","FF2177",,"1",,
"H38",20129,2004-03-18 0:00:00,"LO","PM3987","","","FM1787","XF1549",,"1",,
"H38",20130,2010-01-01 0:00:00,"LO","","","949000000071031","","",,"1",,
"H38",20131,1998-10-05 0:00:00,"AR","575520","","","372629","312222",,"1",,
"H38",20132,,"CH","","","","","",,"1",,
"H38",20133,,"AN","11592069","TRAVELER 722","","","",,"1",,
"H38",20134,2006-06-27 0:00:00,"LO","","","949000000015754","U319 ","377M",,"1",,
"H38",20135,,"AN","","","","","",,"1",,
"H38",20136,2010-02-06 0:00:00,"AN","17119123","","949000000196859","13512009","15786974",,"1",,
"H38",20137,,"AN","","","","","",,"1",,
"H38",20138,,"AN","","","","","",,"1",,
"H38",20139,,"AN","","","","","",,"1",,
"H38",20140,,"AN","","","","","",,"1",,
"H38",20141,,"AN","","","","","",,"1",,
"H38",20142,,"AN","","","","","",,"1",,
"H38",20143,,"AN","","","","","",,"1",,
"H38",20144,,"AN","","","","","",,"1",,
"H38",20145,,"AN","","","","","",,"1",,
"H38",20146,,"AN","","","","","",,"1",,
"H38",20147,,"AN","","","","","",,"1",,
"H38",20148,2000-01-16 0:00:00,"CH","M602060","","","TT82F","9108",,"1",,
"H38",20149,1997-04-12 0:00:00,"SM","1937373","","","BLKDEST","CIRCLS",,"1",,
"H38",20150,2001-09-16 0:00:00,"SM","2152782","","","GWLUCKYD","9104J",,"1",,
"H38",20151,,"CH","","","","","",,"1",,
"H38",20152,,"AN","","","","","",,"1",,
"H38",20153,,"CH","","","","","",,"1",,
"H38",20154,,"AN","","","","","",,"1",,
"H38",20155,,"AN","","","","","",,"1",,
"H38",20156,,"CH","","","","","",,"1",,
"H38",20157,2009-03-19 0:00:00,"AR","1337167","","949000000073201","","",,"1",,
"H38",20158,,"CH","","","","","",,"1",,
"H38",20159,2009-04-01 0:00:00,"AR","1337190","","949000000008806","1111871","1031383",,"1",,
"H38",20160,,"AR","","","","","",,"1",,
"H38",20161,2009-04-09 0:00:00,"AR","1337162","","","1187150","575560",,"1",,
"H38",20162,,"GV","","","","","",,"1",,
"H38",20163,,"CH","","","","","",,"1",,
"H38",20164,,"","","","","","",,"1",,
"H38",20165,,"HH","","","","","",,"1",,
"H38",20166,,"CH","","","","","",,"1",,
"H38",20167,,"HH","","","","","",,"1",,
"H38",20168,,"AN","","","","","",,"1",,
"H38",20169,,"AN","","","","","",,"1",,
"H38",20170,,"CH","","","","","",,"1",,
"H38",20171,,"CH","","","","","",,"1",,
"H38",20172,,"AN","","","","","",,"1",,
"H38",20173,,"AN","","","","","",,"1",,
"H38",20174,,"AN","","","","","",,"1",,
"H38",20175,,"AN","","","","","",,"1",,
"H38",20176,,"AN","","","","","",,"1",,
"H38",20177,,"AN","","","","","",,"1",,
"H38",20178,,"AN","","","","","",,"1",,
"H38",20179,1970-02-15 0:00:00,"AR","65513","","","","",,"1",,
"H38",20180,,"AN","","","","","",,"1",,
"H38",20181,1990-01-29 0:00:00,"AR","326175","","","","",,"1",,
"H38",20182,,"AR","","","","","",,"1",,
"H38",20183,,"AN","","","","","",,"1",,
"H38",20184,,"AN","08505294","BAND 234 OF IDEAL 3163","","","",,"1",,
"H38",20185,,"AN","09891499","TEHAMA BANDO 155","","BAND234","",,"1",,
"H38",20186,,"AR","1293","","","","",,"1",,
"H38",20187,1997-04-14 0:00:00,"AR","574873","","","BUCC1658","MRM1431",,"1",,
"H38",20188,1978-03-17 0:00:00,"AR","","100598","","OKDBLCHF","MDMADCP",,"1",,
"H38",20189,,"AR","","","","","",,"1",,
"H38",20190,,"","","","","","",,"1",,
"H38",20191,,"AN","10711858","B/R MISTER T 545","","","",,"1",,
"H38",20192,1988-03-04 0:00:00,"AR","299558","","","BUFCC824","BFLOCRK",,"1",,
"H38",20193,1984-02-28 0:00:00,"AR","170753","","","RCNCAN92","BUFCKLA",,"1",,
"H38",20194,,"","","","","","",,"1",,
"H38",20195,,"AN","09471066","BLACK WITCH CORBINAIRE 95","","","",,"1",,
"H38",20196,,"AN","","","","","",,"1",,
"H38",20197,,"CH","","","","","",,"1",,
"H38",20198,,"CH","","","","","",,"1",,
"H38",20199,,"CH","","","","","",,"1",,
"H38",20200,1996-06-03 0:00:00,"HH","CAN2650999","FE 34Z STANDARD 69F","","42355520","C2438498",,"1",,
"H38",20201,,"CH","","","","","",,"1",,
"H38",20202,,"CH","","","","","",,"1",,
"H38",20203,,"CH","","","","","",,"1",,
"H38",20204,,"CH","","","","","",,"1",,
"H38",20205,,"CH","","","","","",,"1",,
"H38",20206,,"CH","","","","","",,"1",,
"H38",20207,,"CH","","","","","",,"1",,
"H38",20208,,"CH","","","","","",,"1",,
"H38",20209,,"CH","","","","","",,"1",,
"H38",20210,,"CH","","","","","",,"1",,
"H38",20211,,"CH","","","","","",,"1",,
"H38",20212,,"CH","","","","","",,"1",,
"H38",20213,,"AN","10749607","PREMIER CHAIRMAN 6011A","","CHAIRMAN","",,"1",,
"H38",20214,,"CH","","","","","",,"1",,
"H38",20215,,"AN","10173231","GREENBRAE CHAIRMAN","","","",,"1",,
"H38",20216,1965-10-05 0:00:00,"AR","13072","","","CHOCTCHF","KCELZB",,"1",,
"H38",20217,,"AR","","","","","",,"1",,
"H38",20218,,"AN","","","","","",,"1",,
"H38",20219,2010-01-25 0:00:00,"SM","2570100","","949000000197679","2226324","2460406",,"1",,
"H38",20220,,"AR","179724","","","","",,"1",,
"H38",20221,,"DR","","","","","",,"1",,
"H38",20222,,"LO","","","","","",,"1",,
"H38",20223,,"AN","06064368","EMULATION 31","","","",,"1",,
"H38",20224,,"AN","09678609","N BAR EMULATION 8520","","EMUL31","",,"1",,
"H38",20225,,"AN","","EXT EMULATION","","","",,"1",,
"H38",20226,,"AN","","","","","",,"1",,
"H38",20227,,"HH","40036740","GH MEDAL BRITISHR 52E ET","","","",,"1",,
"H38",20228,1997-02-19 0:00:00,"AR","557331","","","LKIR8621","GLACRBA",,"1",,
"H38",20229,1992-02-07 0:00:00,"AR","372629","","","BFLOCR","GLCRBLA",,"1",,
"H38",20230,,"HH","","","","","",,"1",,
"H38",20231,,"HH","","","","","",,"1",,
"H38",20232,,"HH","","","","","",,"1",,
"H38",20233,,"AN","10349477","HIGHWOOD HERO L C H","","","",,"1",,
"H38",20234,,"AN","10848637","R R HERO 6267","","HERO","",,"1",,
"H38",20235,,"HH","","","","","",,"1",,
"H38",20236,,"AN","09324765","BASIN HIGH TIME","","","",,"1",,
"H38",20237,1992-02-13 0:00:00,"AR","373544","MLK CRK HOBO 5228","","","",,"1",,
"H38",20238,,"","","","","","",,"1",,
"H38",20239,,"","","","","","",,"1",,
"H38",20240,,"HP","","","","","",,"1",,
"H38",20241,,"HP","","","","","",,"1",,
"H38",20242,,"HP","","","","","",,"1",,
"H38",20243,1987-01-05 0:00:00,"HP","18838131","","","18146545","18632384",,"1",,
"H38",20244,,"HP","","","","","",,"1",,
"H38",20245,,"HP","","","","","",,"1",,
"H38",20246,,"HP","","","","","",,"1",,
"H38",20247,,"HP","","","","","",,"1",,
"H38",20248,,"HP","","","","","",,"1",,
"H38",20249,,"AN","10112151","LEMON IMPACT","","BWC95","",,"1",,
"H38",20250,,"","","","","","",,"1",,
"H38",20251,1973-03-19 0:00:00,"AR","58788","","","ANKODYNA","HOMAMB",,"1",,
"H38",20252,,"","","","","","",,"1",,
"H38",20253,,"AN","10335630","KADENCE RIFLEMAN","","","",,"1",,
"H38",20254,,"AR","15185","","","","",,"1",,
"H38",20255,,"","","","","TRIH153","TRI1001",,"1",,
"H38",20256,,"HH","","","","","",,"1",,
"H38",20257,,"HH","","","","","",,"1",,
"H38",20258,,"HH","","","","","",,"1",,
"H38",20259,,"HH","","","","","",,"1",,
"H38",20260,,"HH","","","","","",,"1",,
"H38",20261,1999-03-30 0:00:00,"HH","41167437","L DAKOTA AUTUMN 957","","19511547","19394319",,"1",,
"H38",20262,1999-04-06 0:00:00,"HH","41167439","L DAKOTA AUTUMN 965","","19511547","19593530",,"1",,
"H38",20263,2001-03-02 0:00:00,"HH","42223519","L SUNDANCE 118","","40061433","19540746",,"1",,
"H38",20264,,"HH","","","","","",,"1",,
"H38",20265,1998-03-07 0:00:00,"HH","41068670","L DAKOTA AUTUMN 875","","19511547","19394299",,"1",,
"H38",20266,,"","","","","","",,"1",,
"H38",20267,1987-02-09 0:00:00,"AR","275682","","","RCNDY614","LCHDU",,"1",,
"H38",20268,1988-02-07 0:00:00,"AR","299211","","","","",,"1",,
"H38",20269,,"","","","","","",,"1",,
"H38",20270,,"LO","","","","","",,"1",,
"H38",20271,1990-02-16 0:00:00,"AR","335067","","","LCHROB","LCHELEN",,"1",,
"H38",20272,2002-01-29 0:00:00,"AR","832407","","","BFCC4912","KRNRERO",,"1",,
"H38",20273,,"LO","","","","","",,"1",,
"H38",20274,,"AN","09819973","LOVANA","","PSPOWER","",,"1",,
"H38",20275,1990-01-29 0:00:00,"AR","326175","LARSON SUNDANCE 001","","","",,"1",,
"H38",20276,1992-04-30 0:00:00,"AR","385484","","","LKIR8621","LCHPRL",,"1",,
"H38",20277,2002-05-09 0:00:00,"HH","42287234","","949000000191724","42035398","19555135",,"1",,
"H38",20278,2002-04-27 0:00:00,"HH","42287255","","949000000191998","40049272","19583647",,"1",,
"H38",20279,2002-03-26 0:00:00,"HH","","SR MAGNET 462","","40049272","19570055",,"1",,
"H38",20280,2002-04-21 0:00:00,"HH","42287361","SR SANDMAN 1272","","42035398","40005441",,"1",,
"H38",20281,2002-04-21 0:00:00,"HH","42287362","","","42035398","40005441",,"1",,
"H38",20282,2002-04-19 0:00:00,"HH","42287370","","0949000000124501","40036739","40042479",,"1",,
"H38",20283,2002-05-22 0:00:00,"HH","42287389","","949000000196259","40049272","40042525",,"1",,
"H38",20284,,"LO","","","","","",,"1",,
"H38",20285,2002-04-24 0:00:00,"HH","42287422","","949000000091991","42035398","40045567",,"1",,
"H38",20286,2002-03-28 0:00:00,"HH","42287429","","949000000095383","42035398","41053189",,"1",,
"H38",20287,2002-03-26 0:00:00,"HH","42287433","","949000000216410","42035398","41053020",,"1",,
"H38",20288,2002-03-27 0:00:00,"HH","42287459","","949000000094306","42035426","41034505",,"1",,
"H38",20289,2002-04-05 0:00:00,"HH","42287465","","","42035426","41034704",,"1",,
