10114,2006-06-16,,2007-03-15,512,0,,0,0
10114,2007-06-18,2007-09-19,,0,0,2008-10-16,938,6
10114,2008-06-10,,,0,0,,0,0
10114,2009-06-18,,,0,0,2009-10-29,1070,7
10114,2010-06-01,2010-08-16,,0,0,2011-10-14,1330,8
10115,2006-06-16,,2007-03-15,490,0,,0,0
10115,2007-06-18,2007-09-19,,0,0,2008-10-30,924,7
10115,2008-06-10,,,0,0,,0,0
10115,2009-06-18,,,0,0,2009-10-29,1025,6
10115,2010-06-01,2010-08-16,,0,0,2011-10-14,1170,7
10115,2011-08-08,2011-10-14,2011-10-14,1170,7,2012-11-15,1130,7
10115,2012-08-01,2012-10-18,2012-07-20,1170,6,2013-11-14,1215,6
10115,2013-08-01,2013-11-14,2013-07-17,1205,6,2014-11-17,1230,7
10116,2006-06-16,,2007-03-15,468,0,,0,0
10116,2007-06-18,2007-09-19,,0,0,2008-10-30,1040,7
10116,2008-06-10,,,0,0,,0,0
10116,2009-06-18,,,0,0,2009-10-16,1045,6
10116,2010-06-01,2010-08-16,,0,0,2011-10-14,1125,5
10117,2006-06-16,,2007-03-15,454,0,,0,0
10117,2007-06-18,2007-09-19,,0,0,2008-10-30,908,6
10117,2008-06-10,,,0,0,,0,0
10117,2009-06-18,,,0,0,2009-10-29,1005,6
10117,2010-06-01,2010-08-16,,0,0,2011-10-14,1180,6
10118,2006-06-16,,2007-03-15,494,0,,0,0
10118,2007-06-18,2007-09-19,,0,0,2008-10-30,892,6
10118,2008-06-10,,,0,0,,0,0
10118,2009-06-18,,,0,0,2009-10-29,1065,6
10118,2010-06-01,2010-08-16,,0,0,2011-10-14,1200,5
10118,2011-08-08,2011-10-14,2011-10-14,1200,5,2012-11-15,1095,4
10118,2012-08-01,2012-10-18,2012-07-20,1230,6,2013-11-14,1195,5
10118,2013-08-01,2013-11-14,2014-07-17,1185,5,2014-11-19,1195,5
10119,2006-06-16,,2007-03-15,472,0,,0,0
10119,2007-06-18,2007-09-19,,0,0,2008-10-30,868,7
10119,2008-06-10,,,0,0,,0,0
10119,2009-06-18,,,0,0,2009-10-16,944,6
10119,2010-06-01,2010-08-16,,0,0,2011-10-14,1080,5
10119,2011-08-08,2011-10-14,2011-10-14,1080,5,2012-11-15,1040,5
10119,2012-08-01,2012-10-18,2012-07-20,1200,6,2013-11-14,1250,5
10119,2013-08-01,2013-11-14,2013-07-17,1195,5,2014-11-19,1185,5
395,2009-06-18,,,0,0,2010-10-15,796,5
395,2010-06-01,2010-08-16,,0,0,2011-10-14,792,5
396,2009-06-18,,,0,0,2010-10-15,1005,5
398,2009-06-18,,,0,0,2010-10-15,946,6
10124,2009-06-18,,,0,0,2010-10-15,946,5
10124,2010-06-01,2010-08-16,,0,0,2011-10-14,1030,6
10124,2011-08-08,2011-10-14,2011-10-14,1030,6,2012-11-15,978,5
10124,2012-08-01,2012-10-18,2012-07-20,1040,5,2013-11-14,1110,5
10124,2013-08-01,2013-11-14,,0,0,2013-11-14,1110,5
10126,2009-06-18,,,0,0,2010-10-15,922,5
10126,2010-06-01,2010-08-16,2010-06-01,856,5,,0,0
400,2009-06-18,,,0,0,2010-10-15,910,5
400,2010-06-01,2010-08-16,,0,0,2011-11-10,972,5
400,2011-08-08,2011-11-10,2011-11-10,972,5,2012-11-15,1020,5
400,2012-08-01,2012-10-18,2012-07-20,1015,5,2013-11-14,1130,4
400,2013-08-01,2013-11-14,2013-07-17,1130,5,2014-11-17,1160,5
401,2009-06-18,,,0,0,2010-10-15,920,5
401,2010-06-01,2010-08-16,2010-06-01,840,6,,0,0
10129,2009-06-18,,,0,0,2010-10-15,902,5
10129,2010-06-01,2010-08-16,,0,0,2011-10-14,1015,5
10129,2011-08-08,2011-10-14,2011-10-14,1015,5,2012-11-15,950,5
10129,2012-08-01,2012-10-18,2012-07-20,962,5,2013-11-14,1130,5
10129,2013-08-01,2013-11-14,2013-07-17,1050,5,,0,0
10130,2009-06-18,,,0,0,2010-10-15,976,6
10130,2010-06-01,2010-08-16,,0,0,2011-10-14,1070,5
10131,2009-06-18,,,0,0,2010-10-15,944,6
10131,2010-06-01,2010-08-16,,0,0,2011-11-10,1030,5
10131,2011-08-08,2011-11-10,2011-11-10,1030,5,2012-11-15,980,4
10131,2012-08-01,2012-10-18,2012-07-20,1105,5,2013-11-13,1225,5
10131,2013-08-01,2013-11-13,,0,0,2013-11-13,1225,5
402,2009-06-18,,,0,0,2010-10-15,992,5
402,2010-06-01,2010-08-16,,0,0,2011-10-14,1200,6
402,2011-08-08,2011-10-14,2011-10-14,1200,6,2012-11-15,1170,6
402,2012-08-01,2012-10-18,2012-07-20,1285,6,2013-11-14,1335,6
402,2013-08-01,2013-11-14,2013-07-17,1290,5,2014-11-17,1390,6
403,2009-06-18,,,0,0,2010-10-15,932,5
403,2010-06-01,2010-08-16,,0,0,2011-10-14,1020,4
403,2011-08-08,2011-10-14,2011-10-14,1020,4,2012-11-15,1025,5
403,2012-08-01,2012-10-18,2012-07-20,1145,5,2013-11-14,1170,5
403,2013-08-01,2013-11-14,2013-07-17,1110,6,2014-11-17,1160,5
10134,2009-06-18,,,0,0,2010-10-15,1005,5
10134,2010-06-01,2010-08-16,,0,0,2011-11-10,1120,6
10134,2011-08-08,2011-11-10,2011-11-10,1120,6,2012-11-15,1120,5
10134,2012-08-01,2012-10-18,2012-07-20,1190,6,2013-11-14,1340,5
10134,2013-08-01,2013-11-14,2013-07-17,1360,6,2014-11-19,1295,5
406,2009-06-18,,,0,0,2010-10-15,990,6
406,2010-06-01,2010-08-16,2010-06-01,858,6,,0,0
407,2009-06-18,,,0,0,2010-10-15,1060,7
407,2010-06-01,2010-08-16,,0,0,2011-10-14,1170,6
407,2011-08-08,2011-10-14,2011-10-14,1170,6,2012-11-15,1120,6
407,2012-08-01,2012-10-18,2012-10-18,1200,6,,0,0
408,2009-06-18,,,0,0,2010-10-15,938,5
408,2010-06-01,2010-08-16,2010-06-01,830,5,,0,0
10138,2009-06-18,,,0,0,2010-10-15,964,6
10138,2010-06-01,2010-08-16,,0,0,2011-10-14,1090,6
10138,2011-08-08,2011-10-14,2011-10-14,1090,6,2012-11-15,1020,5
10138,2012-08-01,2012-10-18,2012-07-20,1090,6,2013-11-14,1200,5
10138,2013-08-01,2013-08-01,2013-07-17,1200,5,2014-11-17,1225,6
10139,2009-06-18,,,0,0,2010-10-15,1035,6
10139,2010-06-01,2010-08-16,,0,0,2011-10-14,1145,5
10139,2011-08-08,2011-10-14,2011-10-14,1145,5,2012-11-15,1165,5
10139,2012-08-01,2012-10-18,2012-07-20,1245,6,2013-11-14,1305,5
10139,2013-08-01,2013-11-14,2013-07-17,1275,5,2014-11-19,1355,6
409,2009-06-18,,,0,0,2010-10-15,1135,7
409,2010-06-01,2010-08-16,,0,0,2011-10-14,1060,5
409,2011-08-08,2011-10-14,2011-10-14,1060,5,2012-11-15,992,3
409,2012-08-01,2012-10-18,2012-10-18,954,3,,0,0
10141,2009-06-18,,,0,0,2010-10-15,926,4
10141,2010-06-01,2010-08-16,,0,0,2011-10-14,1110,6
10141,2011-08-08,2011-10-14,2011-10-14,1110,6,2012-11-15,998,3
10141,2012-08-01,2012-10-18,2012-10-18,1030,3,,0,0
10142,2009-06-18,,,0,0,2010-10-15,948,6
10142,2010-06-01,2010-08-16,,0,0,2011-10-14,1055,6
10142,2011-08-08,2011-10-14,2011-10-14,1055,6,2012-11-15,1100,7
10142,2012-08-01,2012-10-18,2012-07-20,1120,7,2012-11-14,1200,7
10142,2013-08-01,2013-11-14,2013-07-17,1145,6,2014-11-17,1255,6
414,2009-06-18,,,0,0,2010-10-15,1165,8
414,2010-06-01,2010-08-16,,0,0,2011-10-14,1140,6
414,2011-08-08,2011-10-14,2011-10-14,1140,6,2012-11-15,1200,7
414,2012-08-01,2012-10-18,2012-07-20,1185,5,2013-11-14,1220,5
414,2013-08-01,2013-11-14,2013-07-17,1280,7,2014-11-17,1130,4
10144,2009-06-18,,,0,0,2010-10-15,1110,5
417,2009-06-18,,,0,0,2010-10-15,1120,6
417,2010-06-01,2010-08-16,,0,0,2011-10-14,1155,5
417,2011-08-08,2011-10-14,2011-10-14,1155,5,2012-11-15,1140,5
417,2012-08-01,2012-10-18,2012-07-20,1385,6,2013-11-14,1320,6
417,2013-08-01,2013-11-14,2013-07-17,1335,6,2014-11-17,1305,5
420,2009-06-18,,,0,0,2010-10-15,954,6
420,2010-06-01,2010-08-16,,0,0,2011-11-10,952,5
420,2011-08-08,2011-11-10,2011-11-10,952,5,2012-11-15,952,6
420,2012-08-01,2012-10-18,2012-07-20,1105,6,2013-11-14,1125,6
420,2013-08-01,2013-11-14,2013-07-17,1105,5,2014-11-17,1110,6
422,2009-06-18,,,0,0,2010-10-15,880,5
422,2010-06-01,2010-08-16,,0,0,2011-10-14,1010,5
422,2011-08-08,2011-10-14,2011-10-14,1010,5,2012-11-15,1000,5
422,2012-08-01,2012-10-18,2012-10-18,1020,5,,0,0
10148,2009-06-18,,,0,0,2010-10-15,1085,8
10148,2010-06-01,2010-08-16,2010-04-22,780,5,,0,0
10149,2009-06-18,,,0,0,2010-10-15,810,4
10150,2009-06-18,,,0,0,2010-10-15,1125,7
10150,2010-06-01,2010-08-16,,0,0,,0,0
424,2009-06-18,,,0,0,2010-10-15,940,5
424,2010-06-01,2010-08-16,,0,0,2011-10-14,1100,5
424,2011-08-08,2011-10-14,2011-10-14,1100,5,2012-11-15,1005,5
424,2012-08-01,2012-10-18,2012-07-20,1085,6,2013-11-14,1190,5
424,2013-08-01,2013-11-14,2013-07-17,1190,5,2014-11-17,1235,5
426,2009-06-18,,,0,0,2010-10-15,1135,7
426,2010-06-01,2010-08-16,,0,0,2011-10-14,1055,5
10153,2009-06-18,,,0,0,2010-10-15,966,5
429,2009-06-18,,,0,0,2010-10-15,1180,8
434,2009-06-18,,,0,0,2010-10-15,1075,5
434,2010-06-01,2010-08-16,,0,0,2011-11-10,1280,6
434,2011-08-08,2011-11-10,2011-11-10,1280,6,2012-11-15,1265,5
434,2012-08-01,2012-10-18,2012-07-20,1340,6,2013-11-14,1450,4
434,2013-08-01,2013-11-14,2013-07-17,1410,6,2014-11-17,1455,6
10156,2009-06-18,,,0,0,2010-10-15,874,6
10156,2010-06-01,2010-08-16,,0,0,2011-10-14,992,5
10156,2011-08-08,2011-10-14,2011-10-14,992,5,2012-11-15,996,5
10156,2012-08-01,2012-10-18,2012-07-20,1030,6,2013-11-14,1105,5
10156,2013-08-01,2013-11-14,2013-07-17,1065,6,2014-11-19,1125,6
10157,2009-06-18,,,0,0,2010-10-15,958,5
10157,2010-06-01,2010-08-16,,0,0,2011-10-14,1030,4
10157,2011-08-08,2011-10-14,2011-10-14,1030,4,2012-11-15,1035,4
10157,2012-08-01,2012-10-18,2012-07-20,1095,5,2013-11-14,1210,4
10157,2013-08-01,2013-11-14,2013-07-17,1230,5,2014-11-19,1210,0
439,2009-06-18,,,0,0,2010-10-15,946,5
439,2010-06-01,2010-08-16,2010-06-01,928,6,,0,0
448,2010-06-01,2010-08-31,,0,0,2011-10-14,1095,6
448,2011-08-08,2011-10-14,2011-10-14,1095,6,2012-11-15,1080,5
448,2012-08-01,2012-10-18,2012-07-20,1175,6,2013-11-14,1260,6
448,2013-08-01,2013-11-14,2013-07-17,1275,6,2014-11-19,1320,6
452,2010-06-01,2010-08-31,,0,0,,0,0
453,2010-06-01,2010-08-31,,0,0,2011-10-14,1100,5
453,2011-08-08,2011-10-14,2011-10-14,1100,5,2012-11-15,1050,4
