HerdID,Chaps_ID,CalfID,birth_date,breed,registration,regname,elecid,sire_chapsID,SireID,Cow_chapsID,CowID,CowAge,sex,birthwt,calvingease,state,sex_date
H38,295,B4022,2014-05-09,LOLOANAR,,,,20430,UNKNLO,10218,Z2083,2,2,55,1,,
H38,296,B4023,2014-05-09,ARARLOAN,,,,20447,W12,472,W9188,5,2,75,1,,
H38,297,B4024,2014-05-09,ARARLOAN,,,,20425,UNKNAR,466,W9148,5,2,74,1,,
H38,298,B4027,2014-05-10,ARLOLOHH,,,,20437,V131,414,U8133,6,3,76,1,,
H38,299,B4028,2014-05-10,ARLOARAN,,,,20437,V131,10129,U8039,6,3,93,1,,
H38,300,B4029,2014-05-10,ARLOANHH,,,,20437,V131,10102,S6164,8,3,75,1,,
H38,301,B4030,2014-05-10,ARLOHHAR,,,,20473,Y066,420,U8190,6,2,87,1,,
H38,302,B4031,2014-05-11,LMLO,,,,20429,UNKNLM,10214,Y1242,3,3,74,1,,
H38,303,B4033,2014-05-11,ARLOANAN,,,,20473,Y066,10192,X0290,4,3,89,1,,
H38,304,B4037,2014-05-12,ARLOANHH,,,,20437,V131,10115,S6248,8,3,70,1,,
H38,305,B4038,2014-05-12,ARLOANAN,,,,20437,V131,10184,X0262,4,2,60,1,,
H38,306,B4039,2014-05-12,ARLOAN,,,,20473,Y066,10093,S6115,8,2,84,1,,
H38,307,B4041,2014-05-12,LMLO,,,,20429,UNKNLM,10213,Y1235,3,3,96,1,,
H38,308,B4042,2014-05-13,LOLOARGV,,,,20430,UNKNLO,10222,Z2202,2,3,65,1,,
H38,309,B4045,2014-05-13,ARLOLOHH,,,,20437,V131,373,S6093,8,3,72,1,,
H38,310,B4047,2014-05-14,LMLO,,,,20429,UNKNLM,10216,Y1253,3,3,85,1,,
H38,311,B4052,2014-05-14,LMANLOHH,,,,20429,UNKNLM,456,W9076,5,3,82,1,,
H38,312,B4053,2014-05-14,ARLOANAN,,,,20437,V131,10187,X0269,4,2,65,1,,
H38,313,B4057,2014-05-15,ARLOAN,,,,20447,W12,10088,S6104,8,3,89,1,,
H38,314,B4058,2014-05-15,ARLOANAN,,,,20447,W12,10195,X0294,4,2,85,1,,
H38,315,B4060,2014-05-15,LOLOARGV,,,,20430,UNKNLO,10220,Z2111,2,2,60,1,,
H38,316,B4063,2014-05-16,ARLOANAR,,,,20437,V131,10180,X0087,4,3,75,1,,
H38,317,B4064,2014-05-16,ARLOANHH,,,,20437,V131,10142,U8116,6,2,65,1,,
H38,318,B4067,2014-05-17,LMLO,,,,20429,UNKNLM,10210,Y1230,3,3,74,1,,
H38,319,B4069,2014-05-17,LOLOANGV,,,,20430,UNKNLO,10217,Z2061,2,3,69,1,,
H38,320,B4077,2014-05-18,ARARLOAN,,,,20437,V131,461,W9109,5,2,70,1,,
H38,321,B4078,2014-05-19,ARLOANHH,,,,20473,Y066,10104,S6183,8,2,83,1,,
H38,322,B4079,2014-05-19,ARLOAN,,,,20447,W12,10111,S6230,8,3,81,1,,
H38,323,B4088,2014-05-20,ARARLOAN,,,,20447,W12,403,U8045,6,2,85,1,,
H38,324,B4089,2014-05-20,ARLOANHH,,,,20437,V131,10139,U8082,6,3,95,1,,
H38,325,B4095,2014-05-21,ARARLOAN,,,,20447,W12,480,W9224,5,2,95,1,,
H38,326,B4096,2014-05-21,LMANLOAN,,,,20429,UNKNLM,463,W9123,5,2,115,1,,
H38,327,B4102,2014-05-22,ARARLOAN,,,,20437,V131,424,U8242,6,3,66,1,,
H38,328,B4108,2014-05-24,ARARLOAN,,,,20473,Y066,457,W9077,5,2,90,1,,
H38,329,B4110,2014-05-25,ARLOLOAN,,,,20447,W12,375,S6096,8,2,80,1,,
H38,330,B4111,2014-05-25,ARLOANAN,,,,20447,W12,10196,X0298,4,3,97,1,,
H38,331,B4112,2014-05-25,ARANARHH,,,,20473,Y066,10163,W9070,5,2,84,1,,
H38,332,B4114,2014-05-26,LMLO,,,,20429,UNKNLM,10209,Y1229,3,3,80,1,,
H38,333,B4118,2014-05-27,ARLOANMX,,,,20447,W12,10183,X0259,4,3,82,1,,
H38,334,B4127,2014-05-28,ARARANAN,,,,20447,W12,10176,W9216,5,3,114,1,,
H38,335,B4128,2014-05-28,ARLOANAN,,,,20437,V131,10118,S6266,8,3,93,1,,
H38,336,B4129,2014-05-28,ARLOANAN,,,,20425,UNKNAR,10186,X0266,4,2,92,1,,
H38,337,B4130,2014-05-28,ARLOANSM,,,,20437,V131,10185,X0264,4,3,82,1,,
H38,338,B4131,2014-05-28,ARLOANAN,,,,20447,W12,10157,U8302,6,2,115,1,,
H38,339,B4132,2014-05-28,ARLOANHH,,,,20447,W12,10156,U8285,6,3,91,1,,
H38,340,B4133,2014-05-28,ARARLOAN,,,,20447,W12,448,W9053,5,2,67,1,,
H38,341,B4137,2014-05-29,ARARLOAN,,,,20447,W12,400,U8020,6,2,68,1,,
H38,342,B4148,2014-05-31,ARLOARHH,,,,20437,V131,10095,S6122,8,3,80,1,,
H38,343,B4149,2014-06-01,LMLOARHH,,,,20429,UNKNLM,10199,Y1019,3,3,75,1,,
H38,344,B4153,2014-06-01,ARLOANHH,,,,20447,W12,10108,S6197,8,3,85,1,,
H38,345,B4154,2014-06-03,LMLOARAN,,,,20429,UNKNLM,10204,Y1073,3,3,83,1,,
H38,346,B4160,2014-06-03,ARLOANAN,,,,20447,W12,10119,S6273,8,3,95,1,,
H38,347,B4164,2014-06-04,LMLOANAR,,,,20429,UNKNLM,10202,Y1027,3,2,71,1,,
H38,348,B4165,2014-06-04,LMLOARAN,,,,20429,UNKNLM,10201,Y1022,3,2,61,1,,
H38,349,B4167,2014-06-04,ARLOANAN,,,,20437,V131,10194,X0293,4,2,72,1,,
H38,350,B4171,2014-06-05,ARLOANAN,,,,20447,W12,10191,X0287,4,2,110,1,,
H38,351,B4172,2014-06-05,ARARLOLO,,,,20425,UNKNAR,478,W9215,5,2,87,1,,
H38,352,B4177,2014-06-08,LMLOARAN,,,,20429,UNKNLM,10206,Y1090,3,2,57,1,,
H38,353,B4189,2014-06-11,ARLOANAN,,,,20447,W12,10086,S6094,8,3,90,1,,
H38,354,B4192,2014-06-12,ARARLOAN,,,,20447,W12,434,U8278,6,3,95,1,,
H38,355,B4196,2014-06-15,ARLOARAN,,,,20425,UNKNAR,10203,Y1054,3,3,77,1,,
H38,356,B4197,2014-06-15,ARLOANHH,,,,20425,UNKNAR,10200,Y1020,3,2,66,1,,
H38,357,B4200,2014-06-16,LOLOSHAR,,,,20430,UNKNLO,10219,Z2084,2,3,63,1,,
H38,358,B4201,2014-06-16,ARARLOAN,,,,20447,W12,471,W9187,5,3,97,1,,
H38,359,B4202,2014-06-17,ARLOARAN,,,,20425,UNKNAR,10205,Y1089,3,3,75,1,,
H38,360,B4208,2014-06-23,ARLOANHH,,,,20447,W12,10103,S6165,8,2,78,1,,
H38,361,BMS01,2014-04-02,ARLOAN,,,,20425,UNKNAR,10193,X0291,4,0,30,1,,
H38,362,BMS02,2014-04-28,ARLOANAN,,,,20437,V131,10113,S6242,8,2,62,1,,
H38,363,BMS04,2014-05-25,ARLOARHH,,,,20447,W12,10182,X0180,4,3,99,1,,
H38,364,D503,1990-03-07,CH,,,,20205,C773,-2,Unknown,7,2,86,,,
H38,365,D531,1990-04-24,CH,,,,20205,C773,-2,Unknown,7,2,90,,,
H38,366,R075,1990-04-16,CH,,,,20203,C710,-2,Unknown,6,2,105,,,
H38,367,R5035,2005-03-21,LOAN,,,985152000329621,20087,307M,10055,N3087,2,3,52,1,,
H38,368,R5125,2005-04-03,LOHHARHH,,,985152000329612,20087,307M,10056,N3099,2,3,70,1,,
H38,370,S6048,2006-03-23,LOLOANHH,,,999000000000160,20087,307M,10062,P4108,2,3,60,1,,
H38,371,S6063,2006-03-26,LOLOANAN,,,999000000004133,20087,307M,10060,P4098,2,3,54,1,,
H38,374,S6095,2006-03-28,LOLOANGV,,,999000000004019,20087,307M,10059,P4082,2,3,80,1,,
H38,376,S6113,2006-03-31,LOANARHH,,,999000000000195,20087,307M,10057,N3326,3,3,82,1,,
H38,378,S6172,2006-04-10,LOLOAN,,,999000000000013,20087,307M,10061,P4099,2,3,88,1,,
H38,379,T7007,2007-03-15,LOLOANAN,,,,20087,307M,10072,R5151,2,3,58,1,,
H38,380,T7009,2007-03-15,LOLOANAN,,,949000000006975,20087,307M,10060,P4098,3,3,70,1,,
H38,381,T7011,2007-03-17,LOLOANAR,,,949000000109223,20087,307M,369,R5132,2,2,70,1,,
H38,382,T7014,2007-03-17,LOLOANHH,,,949000000207847,20087,307M,10062,P4108,3,2,68,1,,
H38,383,T7064,2007-03-25,LOANARHH,,,949000000106312,20087,307M,10057,N3326,4,2,72,1,,
H38,384,T7087,2007-03-27,LOLOHH,,,949000000008264,20087,307M,10070,R5099,2,3,72,3,,
H38,385,T7107,2007-03-28,LOAN,,,949000000069640,20087,307M,10055,N3087,4,2,62,1,,
H38,386,T7109,2007-03-28,LOLOANAR,,,949000000234322,20087,307M,10063,P4132,3,2,58,1,,
H38,387,T7116,2007-03-29,LOLOANHH,,,,20087,307M,10069,R5033,2,3,70,1,,
H38,388,T7124,2007-03-29,LOLOANGV,,,949000000008426,20087,307M,10059,P4082,3,3,80,1,,
H38,390,T7163,2007-04-01,LOLOAN,,,949000000105846,20087,307M,10061,P4099,3,2,62,1,,
H38,391,T7166,2007-04-02,LOLOANHH,,,949000000177825,20087,307M,10078,R5282,2,2,74,1,,
H38,392,T7209,2007-04-07,LOLOHHAN,,,949000000007431,20087,307M,10064,P4191,3,3,72,1,,
H38,393,T7290,2007-05-07,LOLOANHH,,,,20087,307M,10074,R5167,2,3,72,1,,
H38,394,T7291,2007-05-11,LOLOHHHH,,,949000000234168,20087,307M,10077,R5281,2,2,52,1,,
H38,397,U8007,2008-03-19,ARLOANAN,,,949000000039695,20360,S6032,10106,S6185,2,2,56,1,,
H38,399,U8010,2008-03-20,LOLOANAR,,,949000000008412,20087,307M,369,R5132,3,2,62,1,,
H38,404,U8055,2008-03-25,ARLOANAN,,,949000000008742,20360,S6032,10101,S6163,2,3,72,1,,
H38,405,U8056,2008-03-25,ARLOANHH,,,949000000071519,20360,S6032,10104,S6183,2,3,64,1,,
H38,410,U8093,2008-03-28,LOLOHH,,,949000000072180,20087,307M,10070,R5099,3,2,70,1,,
H38,411,U8094,2008-03-28,LOLOANHH,,,949000000199224,20087,307M,10062,P4108,4,3,86,1,,
H38,412,U8104,2008-03-29,ARLOANAN,,,949000000074863,20360,S6032,10086,S6094,2,2,64,1,,
H38,413,U8117,2008-03-30,ARLOANAN,,,949000000103216,20360,S6032,10118,S6266,2,3,70,1,,
H38,415,U8150,2008-04-02,ARLOARHP,,,949000000007910,20360,S6032,10097,S6134,2,2,71,1,,
H38,416,U8154,2008-04-03,LOLOHHHH,,,949000000070538,20087,307M,10077,R5281,3,3,67,1,,
H38,418,U8180,2008-04-06,ARLOANAR,,,949000000016004,20360,S6032,10110,S6208,2,3,70,1,,
H38,419,U8189,2008-04-07,ARLOHHHH,,,,20360,S6032,10084,S6092,2,2,79,1,,
H38,421,U8191,2008-04-07,LOLOANHH,,,949000000039865,20087,307M,10074,R5167,3,2,68,1,,
H38,423,U8205,2008-04-09,ARLOANAN,,,,20360,S6032,10109,S6198,2,2,64,1,,
H38,425,U8255,2008-04-16,ARLOARHH,,,,20360,S6032,10095,S6122,2,3,88,3,,
H38,427,U8262,2008-04-17,ARLOANHH,,,949000000196405,20360,S6032,10102,S6164,2,3,74,1,,
H38,428,U8263,2008-04-17,ARLOANAN,,,949000000076212,20360,S6032,10119,S6273,2,2,74,1,,
H38,430,U8270,2008-04-19,ARLOANHH,,,949000000246362,20360,S6032,10099,S6147,2,3,54,1,,
H38,431,U8271,2008-04-19,LOLOAN,,,949000000089807,20087,307M,10061,P4099,4,3,88,1,,
H38,432,U8276,2008-04-20,ARLOANAN,,,949000000007609,20360,S6032,10096,S6124,2,3,64,1,,
H38,433,U8277,2008-04-20,ARLOAN,,,949000000008298,20360,S6032,10093,S6115,2,3,66,1,,
H38,435,U8300,2008-04-27,ARLOANHH,,,,20360,S6032,10116,S6250,2,3,82,5,,
H38,436,U8303,2008-04-30,ARLOANHH,,,949000000077530,20360,S6032,10082,S6040,2,3,70,1,,
H38,437,U8305,2008-05-01,ARLOANAN,,,,20360,S6032,10091,S6112,2,2,58,1,,
H38,438,U8310,2008-05-05,ARLOLOAN,,,949000000039296,20360,S6032,375,S6096,2,3,60,1,,
H38,440,U8314,2008-05-12,ARLOANHH,,,949000000199725,20360,S6032,10108,S6197,2,3,62,1,,
H38,441,U8316,2008-05-14,ARLOAN,,,949000000078689,20360,S6032,10092,S6114,2,2,72,1,,
H38,442,U8317,2008-05-16,ARLOANHH,,,949000000015656,20360,S6032,10103,S6165,2,3,60,1,,
H38,443,UMS3,2008-03-06,LOANHP,,,,-1,UNKN,10089,S6108,2,0,0,1,,
H38,444,UMS4,2008-03-05,LOANAR,,,,-1,UNKN,10090,S6109,2,0,0,1,,
H38,445,W9048,2009-03-20,ARLOANHH,,,,20360,S6032,10115,S6248,3,3,64,1,,
H38,446,W9051,2009-03-22,ANLOANHH,,,,20139,7AN221,10062,P4108,5,3,64,1,,
H38,447,W9052,2009-03-22,ARLOLOAN,,,,20360,S6032,375,S6096,3,2,54,1,,
H38,449,W9057,2009-03-23,AN,,,,20139,7AN221,10055,N3087,6,2,65,1,,
H38,450,W9058,2009-03-23,SHHHARHH,,,,20431,UNKNSH,10056,N3099,6,3,54,1,,
H38,451,W9059,2009-03-23,ARLOAN,,,,20360,S6032,10107,S6196,3,3,62,1,,
H38,454,W9072,2009-03-26,ARLOHHAR,,,,20360,S6032,372,S6072,3,2,50,1,,
H38,455,W9073,2009-03-26,ARLOANAN,,,,20425,UNKNAR,10113,S6242,3,3,56,1,,
H38,458,W9089,2009-03-28,ARLOANHH,,,,20360,S6032,10116,S6250,3,3,76,1,,
H38,459,W9107,2009-03-31,ARLOANAN,,,,20425,UNKNAR,10109,S6198,3,3,82,1,,
H38,460,W9108,2009-03-31,ARLOANAR,,,,20360,S6032,10110,S6208,3,3,80,1,,
H38,462,W9120,2009-04-01,ARLOANHH,,,,20360,S6032,10098,S6135,3,3,82,1,,
H38,464,W9124,2009-04-01,ARLOANHH,,,,20360,S6032,10108,S6197,3,3,92,1,,
H38,465,W9125,2009-04-01,ANLOHHAN,,,,20139,7AN221,10064,P4191,5,3,90,1,,
H38,468,W9158,2009-04-04,ARLOAN,,,,20360,S6032,10117,S6259,3,3,60,3,,
H38,469,W9178,2009-04-07,ARLOANAN,,,,20360,S6032,10118,S6266,3,3,90,1,,
H38,473,W9189,2009-04-09,ARLOHHHH,,,,20361,S6042,10077,R5281,4,3,60,1,,
H38,474,W9196,2009-04-10,ARLOAN,,,,20360,S6032,10093,S6115,3,3,72,1,,
H38,476,W9208,2009-04-13,ARLOAN,,,,20360,S6032,377,S6121,3,3,50,1,,
H38,477,W9214,2009-04-15,ARLOANAR,,,,20363,S6153,10063,P4132,5,3,76,1,,
H38,481,W9227,2009-04-19,ARLOARHH,,,,20360,S6032,10095,S6122,3,3,90,1,,
H38,482,W9235,2009-04-21,ARANARHH,,,,20355,S48,10057,N3326,6,3,82,1,,
H38,483,W9240,2009-04-25,ARLOANHH,,,,20360,S6032,10103,S6165,3,3,62,1,,
H38,484,W9245,2009-04-28,ARLOANAN,,,,20425,UNKNAR,10114,S6244,3,3,64,1,,
H38,486,WMS1,2009-05-18,LOANANAN,,,,-1,UNKN,10106,S6185,3,0,0,1,,
H38,487,X0003,2010-02-23,ARLOAN,,,999000000013003,20425,UNKNAR,10141,U8105,2,2,72,1,,
H38,488,X0009,2010-02-28,ARLOAN,,,982000128139018,20425,UNKNAR,408,U8080,2,3,67,1,,
H38,489,X0011,2010-03-01,ARARLOHH,,,982000128138643,20425,UNKNAR,406,U8057,2,3,79,1,,
H38,490,X0012,2010-03-01,ARLOARAN,,,999000000013012,20425,UNKNAR,10129,U8039,2,2,66,1,,
H38,491,X0016,2010-03-01,ARARLOAN,,,999000000013016,20425,UNKNAR,402,U8044,2,2,72,1,,
H38,492,X0019,2010-03-03,ARLOARHH,,,999000000013019,20425,UNKNAR,10124,U8012,2,2,74,1,,
H38,493,X0020,2010-03-03,ARLOLOAN,,,982000128138909,20425,UNKNAR,398,U8008,2,3,75,1,,
H38,494,X0023,2010-03-04,ARLOANHH,,,982000128138957,20425,UNKNAR,10142,U8116,2,3,80,1,,
H38,496,X0026,2010-03-05,ARARLOAN,,,999000000013026,20425,UNKNAR,424,U8242,2,2,62,1,,
H38,497,X0029,2010-03-05,ARARLOAN,,,999000000013029,20425,UNKNAR,400,U8020,2,2,59,1,,
H38,498,X0030,2010-03-05,ARARLOAN,,,999000000013030,20425,UNKNAR,403,U8045,2,2,55,1,,
H38,499,X0032,2010-03-07,ARLOANAN,,,999000000013032,20425,UNKNAR,10157,U8302,2,2,55,1,,
H38,501,X0034,2010-03-08,ARARLOAN,,,999000000013034,20425,UNKNAR,422,U8200,2,2,86,1,,
H38,502,X0035,2010-03-08,ARARLOAN,,,,20425,UNKNAR,429,U8268,2,2,50,1,,
H38,503,X0036,2010-03-10,ARLOANHH,,,999000000013036,20425,UNKNAR,10078,R5282,5,2,78,1,,
H38,504,X0039,2010-03-11,ARLOANHH,,,999000000013039,20436,V108,10115,S6248,4,2,86,1,,
H38,505,X0040,2010-03-12,ARLOANAN,,,982000128138742,20425,UNKNAR,10126,U8019,2,3,80,1,,
H38,506,X0041,2010-03-12,ARLOANHH,,,999000000013041,20425,UNKNAR,10139,U8082,2,1,62,1,,
H38,507,X0042,2010-03-13,ARLOANAR,,,982000128138826,20425,UNKNAR,396,U8004,2,3,56,1,,
H38,508,X0044,2010-03-13,ARLOANHH,,,999000000013044,20440,V529,10062,P4108,6,2,84,1,,
H38,509,X0045,2010-03-13,ARLOANHP,,,982000128138634,20425,UNKNAR,10153,U8257,2,3,70,5,,
H38,510,X0047,2010-03-14,ARLOANAR,,,982000128138738,20436,V108,10057,N3326,7,1,74,1,,
H38,511,X0048,2010-03-14,ARLOANHH,,,999000000013048,20425,UNKNAR,10116,S6250,4,2,72,1,,
H38,512,X0049,2010-03-14,ARLOANAN,,,999000000013049,20425,UNKNAR,10109,S6198,4,2,66,1,,
H38,513,X0052,2010-03-15,ARLOANAR,,,999000000013052,20425,UNKNAR,10063,P4132,6,2,65,1,,
H38,514,X0053,2010-03-15,ARLOANAN,,,982000128138709,20425,UNKNAR,10144,U8149,2,3,68,1,,
H38,515,X0054,2010-03-15,ARLOLOAN,,,999000000013054,20425,UNKNAR,395,U8001,2,2,50,1,,
H38,516,X0056,2010-03-16,ARLOANAN,,,999000000013056,20425,UNKNAR,10101,S6163,4,2,72,1,,
H38,517,X0059,2010-03-18,ARLOANHH,,,999000000013059,20425,UNKNAR,10156,U8285,2,2,70,1,,
H38,518,X0060,2010-03-18,ARLOANGV,,,982000128138843,20425,UNKNAR,10059,P4082,6,3,70,1,,
H38,522,X0070,2010-03-19,ARLOAN,,,999000000013070,20425,UNKNAR,10093,S6115,4,2,66,1,,
H38,523,X0071,2010-03-19,ARLOAN,,,999000000013071,20425,UNKNAR,10107,S6196,4,2,58,1,,
H38,524,X0072,2010-03-20,ARLOAN,,,999000000013072,20436,V108,10117,S6259,4,2,75,1,,
H38,525,X0073,2010-03-20,ARLOARHH,,,982000128138622,20425,UNKNAR,10130,U8042,2,3,90,3,,
H38,526,X0077,2010-03-21,ARLOANHH,,,982000128138760,20436,V108,10104,S6183,4,1,90,1,,
H38,527,X0085,2010-03-23,ARLOARHH,,,999000000013085,20436,V108,10056,N3099,7,2,80,1,,
H38,528,X0091,2010-03-25,LOLOHHAR,,,982000128138533,20430,UNKNLO,372,S6072,4,3,62,1,,
H38,529,X0095,2010-03-26,ARLOANAN,,,999000000013095,20436,V108,10113,S6242,4,2,78,1,,
H38,530,X0097,2010-03-26,ARLOARAN,,,982000128138653,20425,UNKNAR,10131,U8043,2,3,70,1,,
H38,532,X0112,2010-03-27,ARLOANHH,,,982000128138735,20425,UNKNAR,10138,U8081,2,3,82,1,,
H38,533,X0113,2010-03-28,ARLOARHH,,,982000128138660,20436,V108,10095,S6122,4,1,85,1,,
H38,534,X0123,2010-03-29,ARLOANHH,,,982000128138598,20436,V108,10074,R5167,5,3,80,1,,
H38,535,X0124,2010-03-29,ARLOANHH,,,982000128138627,20436,V108,10102,S6164,4,3,85,1,,
H38,536,X0125,2010-03-30,ARLOANHH,,,999000000013125,20436,V108,10105,S6184,4,2,82,1,,
H38,538,X0128,2010-03-31,ARARLOAN,,,999000000013128,20425,UNKNAR,439,U8313,2,2,44,1,,
H38,539,X0129,2010-03-31,ARLOANAN,,,999000000013129,20436,V108,10114,S6244,4,2,68,1,,
H38,540,X0144,2010-04-02,ARARLOAN,,,999000000013144,20425,UNKNAR,434,U8278,2,2,86,1,,
H38,541,X0145,2010-04-03,ARLOLOHH,,,999000000013145,20440,V529,373,S6093,4,2,80,1,,
H38,542,X0146,2010-04-03,ARLOANHH,,,999000000013146,20436,V108,10103,S6165,4,2,70,1,,
H38,544,X0157,2010-04-05,ARLOHHHH,,,982000128138628,20425,UNKNAR,10077,R5281,5,3,47,1,,
H38,546,X0172,2010-04-08,ARLOLOAN,,,999000000013172,20425,UNKNAR,401,U8032,2,2,62,1,,
H38,547,X0188,2010-04-10,LOLOANAN,,,982000128138567,20430,UNKNLO,10106,S6185,4,3,68,1,,
H38,548,X0195,2010-04-12,ARLOARAN,,,982000128138656,20425,UNKNAR,10134,U8054,2,3,75,1,,
H38,549,X0196,2010-04-12,ARLOHH,,,999000000013196,20425,UNKNAR,10070,R5099,5,2,80,1,,
H38,550,X0197,2010-04-13,ARLOANHH,,,999000000013197,20425,UNKNAR,10098,S6135,4,2,80,1,,
H38,551,X0202,2010-04-14,ARLOHHAN,,,999000000013202,20425,UNKNAR,10064,P4191,6,2,84,1,,
H38,552,X0226,2010-04-19,ARLOAN,,,982000128138890,20425,UNKNAR,10111,S6230,4,3,84,1,,
H38,553,X0240,2010-05-02,ARLOAN,,,999000000013240,20436,V108,10088,S6104,4,2,72,1,,
H38,554,X0248,2010-05-08,ARLOANAN,,,999000000013248,20436,V108,10118,S6266,4,2,92,1,,
H38,555,XMS1,2010-01-30,ARLOANAR,,,,20425,UNKNAR,10150,U8236,2,0,0,1,,
H38,556,XMS10,2010-03-25,ARARLOAN,,,,20425,UNKNAR,407,U8058,2,3,60,4,,
H38,557,XMS11,2010-04-03,ARLOAN,,,,20436,V108,10061,P4099,6,2,80,1,,
H38,558,XMS14,2010-05-18,ARLOANHH,,,,-1,UNKN,426,U8256,2,0,0,1,,
H38,559,XMS15,2010-05-18,LOANANGV,,,,-1,UNKN,10086,S6094,4,0,0,1,,
H38,560,XMS2,2010-01-30,ARLOLOHH,,,,20425,UNKNAR,414,U8133,2,0,0,1,,
H38,561,XMS4,2010-03-14,ARLOANAR,,,,20425,UNKNAR,10148,U8226,2,2,74,1,,
H38,562,XMS7,2010-03-21,ARLOLOAN,,,,20425,UNKNAR,409,U8091,2,2,60,1,,
H38,563,Y1003,2011-02-27,ARARLOAN,,,982000172933799,20083,29AR0205,471,W9187,2,2,58,1,,
H38,564,Y1005,2011-02-28,ARARLOAN,,,982000172933768,20083,29AR0205,480,W9224,2,3,94,3,,
H38,565,Y1009,2011-03-01,ARARLOAN,,,982000172933725,20083,29AR0205,448,W9053,2,2,62,1,,
H38,566,Y1013,2011-03-02,ARANLOAN,,,982000172933760,20083,29AR0205,463,W9123,2,3,62,1,,
H38,567,Y1014,2011-03-02,ARLOANAN,,,982000172933733,20425,UNKNAR,10096,S6124,5,3,81,1,,
H38,568,Y1015,2011-03-03,ARARLOLO,,,982000172933732,20083,29AR0205,478,W9215,2,2,80,1,,
H38,569,Y1017,2011-03-03,ARARANAN,,,982000172933757,20083,29AR0205,10176,W9216,2,3,68,5,,
H38,570,Y1018,2011-03-04,ARANARHP,,,982000172933808,20083,29AR0205,10167,W9122,2,2,62,1,,
H38,571,Y1023,2011-03-04,ARARLOAN,,,982000172933750,20083,29AR0205,453,W9069,2,2,72,1,,
H38,572,Y1026,2011-03-05,ARLOARHH,,,982000172933727,20425,UNKNAR,10130,U8042,3,3,82,1,,
H38,573,Y1028,2011-03-05,ARARLOAN,,,982000172933763,20083,29AR0205,461,W9109,2,2,80,1,,
H38,574,Y1029,2011-03-05,ARLOARAN,,,982000172933739,20425,UNKNAR,10129,U8039,3,2,62,1,,
H38,575,Y1030,2011-03-05,ARLOHHAR,,,982000172933731,20425,UNKNAR,372,S6072,5,2,48,1,,
H38,576,Y1031,2011-03-06,ARLOANHH,,,982000172933743,20447,W12,10138,U8081,3,2,70,1,,
H38,577,Y1032,2011-03-07,ARARLOAN,,,982000172933758,20083,29AR0205,472,W9188,2,3,68,1,,
H38,578,Y1036,2011-03-08,ARANARHH,,,982000172933721,20083,29AR0205,10163,W9070,2,3,80,1,,
H38,579,Y1038,2011-03-08,ARARLOAN,,,982000172933754,20425,UNKNAR,422,U8200,3,2,54,1,,
H38,580,Y1039,2011-03-08,LOLOAN,,,982000172933715,20133,750S,10088,S6104,5,2,68,1,,
H38,581,Y1040,2011-03-10,LOARLOAN,,,982000172933770,20133,750S,426,U8256,3,2,60,1,,
H38,582,Y1042,2011-03-10,LOLOLOAN,,,982000172933765,20133,750S,409,U8091,3,2,68,1,,
H38,583,Y1044,2011-03-11,ARAN,,,982000172933773,20447,W12,10055,N3087,8,3,78,1,,
H38,584,Y1045,2011-03-11,ARARLOAN,,,982000172933761,20425,UNKNAR,424,U8242,3,2,60,1,,
H38,585,Y1046,2011-03-11,ARLOLOAN,,,982000172933730,20425,UNKNAR,395,U8001,3,2,58,1,,
H38,586,Y1047,2011-03-11,ARLOAN,,,982000172933737,20425,UNKNAR,10141,U8105,3,2,70,1,,
H38,587,Y1048,2011-03-11,ARLOANHH,,,982000172933748,20425,UNKNAR,10104,S6183,5,3,80,1,,
H38,588,Y1049,2011-03-12,ARARLOAN,,,982000172933796,20425,UNKNAR,400,U8020,3,2,62,1,,
H38,589,Y1052,2011-03-13,ARLOLOHH,,,982000172933719,20425,UNKNAR,373,S6093,5,2,64,1,,
H38,590,Y1053,2011-03-13,ARLOANHH,,,982000172933777,20425,UNKNAR,10082,S6040,5,3,68,1,,
H38,591,Y1055,2011-03-14,LOARLOAN,,,982000172933753,20430,UNKNLO,479,W9217,2,2,52,1,,
H38,592,Y1056,2011-03-14,ARLOANHH,,,982000172933740,20425,UNKNAR,10102,S6164,5,3,70,1,,
H38,593,Y1057,2011-03-14,LOLOANAN,,,982000172933771,20133,750S,10086,S6094,5,3,80,1,,
H38,594,Y1058,2011-03-14,ARLOLOAN,,,982000172933751,20425,UNKNAR,375,S6096,5,2,70,1,,
H38,595,Y1059,2011-03-14,ARHHARHH,,,982000172933722,20425,UNKNAR,10056,N3099,8,3,60,1,,
H38,596,Y1060,2011-03-15,LOARLOAN,,,982000172933807,20430,UNKNLO,485,W9251,2,2,56,1,,
H38,597,Y1061,2011-03-16,LOLOLOHH,,,982000172933717,20133,750S,414,U8133,3,3,70,1,,
H38,598,Y1062,2011-03-16,ARLOHHHH,,,982000172933746,20425,UNKNAR,10077,R5281,6,2,62,1,,
H38,599,Y1063,2011-03-16,ARARLOAN,,,982000172933720,20425,UNKNAR,402,U8044,3,2,62,1,,
H38,600,Y1064,2011-03-16,ARLOANAN,,,,20425,UNKNAR,10106,S6185,5,2,61,1,,
H38,601,Y1067,2011-03-17,ARLOANAR,,,982000172933776,20425,UNKNAR,10063,P4132,7,2,60,1,,
