chaps_id,CalfID,entry_date,weight,hip_height,frame_score,status,notes,group,stage
195,A3001,2014-10-14,856,0,0,TRUE,,,F
196,A3002,,0,0,0,FALSE,,,F
197,A3003,2014-04-30,570,0,0,TRUE,,,F
198,A3004,,0,0,0,FALSE,,,F
199,A3005,2014-12-03,1040,0,0,TRUE,,,F
200,A3006,,0,0,0,FALSE,,,F
201,A3010,2014-10-14,786,0,0,TRUE,,,F
202,A3011,,0,0,0,FALSE,,,F
203,A3012,,0,0,0,FALSE,,,F
204,A3018,2014-12-03,1235,0,0,TRUE,,,F
205,A3019,2014-10-14,790,0,0,TRUE,,,F
206,A3020,,0,0,0,FALSE,,,F
207,A3021,2014-12-03,1015,0,0,TRUE,,,F
208,A3022,,0,0,0,FALSE,,,F
209,A3023,2014-04-30,846,0,0,TRUE,,,F
210,A3031,2014-12-03,1160,0,0,TRUE,,,F
211,A3032,2014-04-30,586,0,0,TRUE,,,F
212,A3033,2014-12-03,1145,0,0,TRUE,,,F
213,A3034,,0,0,0,FALSE,,,F
214,A3045,2014-12-03,1320,0,0,TRUE,,,F
215,A3046,2014-12-03,1215,0,0,TRUE,,,F
216,A3055,2014-12-03,1265,0,0,TRUE,,,F
217,A3056,2014-10-14,706,0,0,TRUE,,,F
218,A3065,2014-04-30,742,0,0,TRUE,,,F
219,A3066,,0,0,0,FALSE,,,F
220,A3076,2014-04-30,926,0,0,TRUE,,,F
221,A3077,,0,0,0,FALSE,,,F
222,A3078,2014-04-30,660,0,0,TRUE,,,F
223,A3080,2014-10-14,792,0,0,TRUE,,,F
224,A3089,2014-04-30,716,0,0,TRUE,,,F
225,A3094,,0,0,0,FALSE,,,F
226,A3095,,0,0,0,FALSE,,,F
227,A3096,,0,0,0,FALSE,,,F
228,A3097,2014-04-30,720,0,0,TRUE,,,F
229,A3102,2014-12-03,1265,0,0,TRUE,,,F
230,A3103,,0,0,0,FALSE,,,F
231,A3104,2014-10-14,1020,0,0,TRUE,,,F
232,A3105,,0,0,0,FALSE,,,F
233,A3106,2014-04-30,672,0,0,TRUE,,,F
234,A3107,,0,0,0,FALSE,,,F
235,A3108,2014-10-14,710,0,0,TRUE,,,F
236,A3109,2014-10-14,736,0,0,TRUE,,,F
237,A3111,,0,0,0,FALSE,,,F
238,A3117,2014-12-03,1075,0,0,TRUE,,,F
239,A3118,,0,0,0,FALSE,,,F
240,A3119,2014-10-14,1045,0,0,TRUE,,,F
241,A3123,,0,0,0,FALSE,,,F
242,A3124,2014-12-03,1015,0,0,TRUE,,,F
243,A3128,,0,0,0,FALSE,,,F
244,A3129,2014-04-30,740,0,0,TRUE,,,F
245,A3130,2014-12-03,1220,0,0,TRUE,,,F
246,A3131,2014-04-30,806,0,0,TRUE,,,F
247,A3132,,0,0,0,FALSE,,,F
248,A3133,,0,0,0,FALSE,,,F
249,A3139,,0,0,0,FALSE,,,F
250,A3148,,0,0,0,FALSE,,,F
251,A3153,,0,0,0,FALSE,,,F
252,A3154,,0,0,0,FALSE,,,F
253,A3155,2014-04-30,738,0,0,TRUE,,,F
254,A3156,,0,0,0,FALSE,,,F
255,A3162,2014-04-30,826,0,0,TRUE,,,F
256,A3163,2014-10-14,1085,0,0,TRUE,,,F
257,A3164,2014-12-03,1145,0,0,TRUE,,,F
258,A3165,,0,0,0,FALSE,,,F
259,A3166,,0,0,0,FALSE,,,F
260,A3176,,0,0,0,FALSE,,,F
261,A3177,2014-04-30,834,0,0,TRUE,,,F
262,A3187,,0,0,0,FALSE,,,F
263,A3193,2014-04-30,766,0,0,TRUE,,,F
264,A3194,2014-12-03,1090,0,0,TRUE,,,F
265,A3195,,0,0,0,FALSE,,,F
266,A3198,2014-10-14,734,0,0,TRUE,,,F
267,A3199,,0,0,0,FALSE,,,F
268,A3200,,0,0,0,FALSE,,,F
269,A3201,,0,0,0,FALSE,,,F
270,A3206,2014-04-30,738,0,0,TRUE,,,F
271,A3210,,0,0,0,FALSE,,,F
272,A3211,,0,0,0,FALSE,,,F
273,A3212,2014-12-03,1195,0,0,TRUE,,,F
