chaps_id,CalfID,entry_date,weight,hip_height,frame_score,status,notes,group,stage
195,A3001,2014-04-30,672,0,0,TRUE,,,I
196,A3002,,0,0,0,FALSE,,,I
197,A3003,2014-02-12,504,0,0,TRUE,,,I
198,A3004,,0,0,0,FALSE,,,I
199,A3005,2014-04-30,674,0,0,TRUE,,,I
200,A3006,,0,0,0,FALSE,,,I
201,A3010,2014-04-30,580,0,0,TRUE,,,I
202,A3011,,0,0,0,FALSE,,,I
203,A3012,,0,0,0,FALSE,,,I
204,A3018,2014-04-30,804,0,0,TRUE,,,I
205,A3019,2014-04-30,508,0,0,TRUE,,,I
206,A3020,,0,0,0,FALSE,,,I
207,A3021,2014-04-30,690,0,0,TRUE,,,I
208,A3022,,0,0,0,FALSE,,,I
209,A3023,2014-02-12,692,0,0,TRUE,,,I
210,A3031,2014-04-30,742,0,0,TRUE,,,I
211,A3032,2014-02-12,498,0,0,TRUE,,,I
212,A3033,2014-04-30,694,0,0,TRUE,,,I
213,A3034,,0,0,0,FALSE,,,I
214,A3045,2014-04-30,870,0,0,TRUE,,,I
215,A3046,2014-04-30,828,0,0,TRUE,,,I
216,A3055,2014-04-30,796,0,0,TRUE,,,I
217,A3056,2014-04-30,508,0,0,TRUE,,,I
218,A3065,2014-02-12,660,0,0,TRUE,,,I
219,A3066,,0,0,0,FALSE,,,I
220,A3076,2014-02-12,810,0,0,TRUE,,,I
221,A3077,,0,0,0,FALSE,,,I
222,A3078,2014-02-12,528,0,0,TRUE,,,I
223,A3080,2014-04-30,566,0,0,TRUE,,,I
224,A3089,2014-02-12,606,0,0,TRUE,,,I
225,A3094,,0,0,0,FALSE,,,I
226,A3095,,0,0,0,FALSE,,,I
227,A3096,,0,0,0,FALSE,,,I
228,A3097,2014-02-12,606,0,0,TRUE,,,I
229,A3102,2014-04-30,742,0,0,TRUE,,,I
230,A3103,,0,0,0,FALSE,,,I
231,A3104,2014-04-30,732,0,0,TRUE,,,I
232,A3105,,0,0,0,FALSE,,,I
233,A3106,2014-02-12,578,0,0,TRUE,,,I
234,A3107,,0,0,0,FALSE,,,I
235,A3108,2014-04-30,508,0,0,TRUE,,,I
236,A3109,2014-04-30,488,0,0,TRUE,,,I
237,A3111,,0,0,0,FALSE,,,I
238,A3117,2014-04-30,710,0,0,TRUE,,,I
239,A3118,,0,0,0,FALSE,,,I
240,A3119,2014-04-30,818,0,0,TRUE,,,I
241,A3123,,0,0,0,FALSE,,,I
242,A3124,2014-04-30,584,0,0,TRUE,,,I
243,A3128,,0,0,0,FALSE,,,I
244,A3129,2014-02-12,628,0,0,TRUE,,,I
245,A3130,2014-04-30,780,0,0,TRUE,,,I
246,A3131,2014-02-12,708,0,0,TRUE,,,I
247,A3132,,0,0,0,FALSE,,,I
248,A3133,,0,0,0,FALSE,,,I
249,A3139,,0,0,0,FALSE,,,I
250,A3148,,0,0,0,FALSE,,,I
251,A3153,,0,0,0,FALSE,,,I
252,A3154,,0,0,0,FALSE,,,I
253,A3155,2014-02-12,618,0,0,TRUE,,,I
254,A3156,,0,0,0,FALSE,,,I
255,A3162,2014-02-12,708,0,0,TRUE,,,I
256,A3163,2014-04-30,752,0,0,TRUE,,,I
257,A3164,2014-04-30,666,0,0,TRUE,,,I
258,A3165,,0,0,0,FALSE,,,I
259,A3166,,0,0,0,FALSE,,,I
260,A3176,,0,0,0,FALSE,,,I
261,A3177,2014-02-12,730,0,0,TRUE,,,I
262,A3187,,0,0,0,FALSE,,,I
263,A3193,2014-02-12,648,0,0,TRUE,,,I
264,A3194,2014-04-30,640,0,0,TRUE,,,I
265,A3195,,0,0,0,FALSE,,,I
266,A3198,2014-04-30,518,0,0,TRUE,,,I
267,A3199,,0,0,0,FALSE,,,I
268,A3200,,0,0,0,FALSE,,,I
269,A3201,,0,0,0,FALSE,,,I
270,A3206,2014-02-12,570,0,0,TRUE,,,I
271,A3210,,0,0,0,FALSE,,,I
272,A3211,,0,0,0,FALSE,,,I
273,A3212,2014-04-30,746,0,0,TRUE,,,I
274,A3218,,0,0,0,FALSE,,,I
275,A3219,,0,0,0,FALSE,,,I
276,A3221,,0,0,0,TRUE,DIED 01/13/2014,,I
277,A3222,,0,0,0,FALSE,,,I
278,A3224,,0,0,0,FALSE,,,I
279,AMS01,,0,0,0,FALSE,,,I
280,AMS06,,0,0,0,FALSE,,,I
281,B4001,,0,0,0,FALSE,,,I
282,B4002,,0,0,0,FALSE,,,I
283,B4003,,0,0,0,FALSE,,,I
284,B4004,,0,0,0,FALSE,,,I
285,B4006,,0,0,0,FALSE,,,I
286,B4007,,0,0,0,FALSE,,,I
287,B4009,,0,0,0,FALSE,,,I
288,B4011,,0,0,0,FALSE,,,I
289,B4012,,0,0,0,FALSE,,,I
290,B4013,,0,0,0,FALSE,,,I
291,B4014,,0,0,0,FALSE,,,I
292,B4015,,0,0,0,FALSE,,,I
293,B4016,,0,0,0,FALSE,,,I
294,B4021,,0,0,0,FALSE,,,I
295,B4022,,0,0,0,FALSE,,,I
296,B4023,,0,0,0,FALSE,,,I
297,B4024,,0,0,0,FALSE,,,I
298,B4027,,0,0,0,FALSE,,,I
299,B4028,,0,0,0,FALSE,,,I
300,B4029,,0,0,0,FALSE,,,I
301,B4030,,0,0,0,FALSE,,,I
302,B4031,,0,0,0,FALSE,,,I
303,B4033,,0,0,0,FALSE,,,I
304,B4037,,0,0,0,FALSE,,,I
305,B4038,,0,0,0,FALSE,,,I
306,B4039,,0,0,0,FALSE,,,I
307,B4041,,0,0,0,FALSE,,,I
308,B4042,,0,0,0,FALSE,,,I
309,B4045,,0,0,0,FALSE,,,I
310,B4047,,0,0,0,FALSE,,,I
311,B4052,,0,0,0,FALSE,,,I
312,B4053,,0,0,0,FALSE,,,I
313,B4057,,0,0,0,FALSE,,,I
314,B4058,,0,0,0,FALSE,,,I
315,B4060,,0,0,0,FALSE,,,I
316,B4063,,0,0,0,FALSE,,,I
317,B4064,,0,0,0,FALSE,,,I
318,B4067,,0,0,0,FALSE,,,I
319,B4069,,0,0,0,FALSE,,,I
320,B4077,,0,0,0,FALSE,,,I
321,B4078,,0,0,0,FALSE,,,I
322,B4079,,0,0,0,FALSE,,,I
323,B4088,,0,0,0,FALSE,,,I
324,B4089,,0,0,0,FALSE,,,I
325,B4095,,0,0,0,FALSE,,,I
326,B4096,,0,0,0,FALSE,,,I
327,B4102,,0,0,0,FALSE,,,I
328,B4108,,0,0,0,FALSE,,,I
329,B4110,,0,0,0,FALSE,,,I
330,B4111,,0,0,0,FALSE,,,I
331,B4112,,0,0,0,FALSE,,,I
332,B4114,,0,0,0,FALSE,,,I
333,B4118,,0,0,0,FALSE,,,I
334,B4127,,0,0,0,FALSE,,,I
335,B4128,,0,0,0,FALSE,,,I
336,B4129,,0,0,0,FALSE,,,I
337,B4130,,0,0,0,FALSE,,,I
338,B4131,,0,0,0,FALSE,,,I
339,B4132,,0,0,0,FALSE,,,I
340,B4133,,0,0,0,FALSE,,,I
341,B4137,,0,0,0,FALSE,,,I
342,B4148,,0,0,0,FALSE,,,I
343,B4149,,0,0,0,FALSE,,,I
344,B4153,,0,0,0,FALSE,,,I
345,B4154,,0,0,0,FALSE,,,I
346,B4160,,0,0,0,FALSE,,,I
347,B4164,,0,0,0,FALSE,,,I
348,B4165,,0,0,0,FALSE,,,I
349,B4167,,0,0,0,FALSE,,,I
350,B4171,,0,0,0,FALSE,,,I
351,B4172,,0,0,0,FALSE,,,I
352,B4177,,0,0,0,FALSE,,,I
353,B4189,,0,0,0,FALSE,,,I
354,B4192,,0,0,0,FALSE,,,I
355,B4196,,0,0,0,FALSE,,,I
356,B4197,,0,0,0,FALSE,,,I
357,B4200,,0,0,0,FALSE,,,I
358,B4201,,0,0,0,FALSE,,,I
359,B4202,,0,0,0,FALSE,,,I
360,B4208,,0,0,0,FALSE,,,I
361,BMS01,,0,0,0,FALSE,,,I
362,BMS02,,0,0,0,FALSE,,,I
363,BMS04,,0,0,0,FALSE,,,I
367,R5035,,0,0,0,FALSE,,,I
368,R5125,,0,0,0,FALSE,,,I
369,R5132,,0,0,0,FALSE,,,I
370,S6048,,0,0,0,TRUE,,,I
371,S6063,,0,0,0,TRUE,,,I
372,S6072,,0,0,0,FALSE,,,I
373,S6093,,0,0,0,FALSE,,,I
374,S6095,,0,0,0,TRUE,,,I
375,S6096,,0,0,0,FALSE,,,I
376,S6113,,0,0,0,TRUE,,,I
377,S6121,,0,0,0,FALSE,,,I
378,S6172,,0,0,0,TRUE,,,I
379,T7007,,0,0,0,FALSE,,,I
380,T7009,2008-08-25,884,0,7,TRUE,,,I
381,T7011,,0,0,0,FALSE,,,I
382,T7014,,0,0,0,FALSE,,,I
383,T7064,,0,0,0,FALSE,,,I
