chaps_id,cowID,Bull_turnout_date,conceptdate,breeddate,breedwt,breedcond,weandate,weanwt,Wean_Condition_Score
10139,U8082,2013-08-01,14-Nov-13,17-Jul-13,1275,5,19-Nov-14,1355,6
409,U8091,2009-06-18,,,0,0,15-Oct-10,1135,7
409,U8091,2010-06-01,16-Aug-10,,0,0,14-Oct-11,1060,5
409,U8091,2011-08-08,14-Oct-11,14-Oct-11,1060,5,15-Nov-12,992,3
409,U8091,2012-08-01,18-Oct-12,18-Oct-12,954,3,,0,0
10141,U8105,2009-06-18,,,0,0,15-Oct-10,926,4
10141,U8105,2010-06-01,16-Aug-10,,0,0,14-Oct-11,1110,6
10141,U8105,2011-08-08,14-Oct-11,14-Oct-11,1110,6,15-Nov-12,998,3
10141,U8105,2012-08-01,18-Oct-12,18-Oct-12,1030,3,,0,0
10142,U8116,2009-06-18,,,0,0,15-Oct-10,948,6
10142,U8116,2010-06-01,16-Aug-10,,0,0,14-Oct-11,1055,6
10142,U8116,2011-08-08,14-Oct-11,14-Oct-11,1055,6,15-Nov-12,1100,7
10142,U8116,2012-08-01,18-Oct-12,20-Jul-12,1120,7,14-Nov-12,1200,7
10142,U8116,2013-08-01,14-Nov-13,17-Jul-13,1145,6,17-Nov-14,1255,6
414,U8133,2009-06-18,,,0,0,15-Oct-10,1165,8
414,U8133,2010-06-01,16-Aug-10,,0,0,14-Oct-11,1140,6
414,U8133,2011-08-08,14-Oct-11,14-Oct-11,1140,6,15-Nov-12,1200,7
414,U8133,2012-08-01,18-Oct-12,20-Jul-12,1185,5,14-Nov-13,1220,5
414,U8133,2013-08-01,14-Nov-13,17-Jul-13,1280,7,17-Nov-14,1130,4
10144,U8149,2009-06-18,,,0,0,15-Oct-10,1110,5
417,U8163,2009-06-18,,,0,0,15-Oct-10,1120,6
417,U8163,2010-06-01,16-Aug-10,,0,0,14-Oct-11,1155,5
417,U8163,2011-08-08,14-Oct-11,14-Oct-11,1155,5,15-Nov-12,1140,5
417,U8163,2012-08-01,18-Oct-12,20-Jul-12,1385,6,14-Nov-13,1320,6
417,U8163,2013-08-01,14-Nov-13,17-Jul-13,1335,6,17-Nov-14,1305,5
420,U8190,2009-06-18,,,0,0,15-Oct-10,954,6
420,U8190,2010-06-01,16-Aug-10,,0,0,10-Nov-11,952,5
420,U8190,2011-08-08,10-Nov-11,10-Nov-11,952,5,15-Nov-12,952,6
420,U8190,2012-08-01,18-Oct-12,20-Jul-12,1105,6,14-Nov-13,1125,6
420,U8190,2013-08-01,14-Nov-13,17-Jul-13,1105,5,17-Nov-14,1110,6
422,U8200,2009-06-18,,,0,0,15-Oct-10,880,5
422,U8200,2010-06-01,16-Aug-10,,0,0,14-Oct-11,1010,5
422,U8200,2011-08-08,14-Oct-11,14-Oct-11,1010,5,15-Nov-12,1000,5
422,U8200,2012-08-01,18-Oct-12,18-Oct-12,1020,5,,0,0
10148,U8226,2009-06-18,,,0,0,15-Oct-10,1085,8
10148,U8226,2010-06-01,16-Aug-10,22-Apr-10,780,5,,0,0
10149,U8235,2009-06-18,,,0,0,15-Oct-10,810,4
10150,U8236,2009-06-18,,,0,0,15-Oct-10,1125,7
10150,U8236,2010-06-01,16-Aug-10,,0,0,,0,0
424,U8242,2009-06-18,,,0,0,15-Oct-10,940,5
424,U8242,2010-06-01,16-Aug-10,,0,0,14-Oct-11,1100,5
424,U8242,2011-08-08,14-Oct-11,14-Oct-11,1100,5,15-Nov-12,1005,5
424,U8242,2012-08-01,18-Oct-12,20-Jul-12,1085,6,14-Nov-13,1190,5
424,U8242,2013-08-01,14-Nov-13,17-Jul-13,1190,5,17-Nov-14,1235,5
426,U8256,2009-06-18,,,0,0,15-Oct-10,1135,7
426,U8256,2010-06-01,16-Aug-10,,0,0,14-Oct-11,1055,5
10153,U8257,2009-06-18,,,0,0,15-Oct-10,966,5
429,U8268,2009-06-18,,,0,0,15-Oct-10,1180,8
434,U8278,2009-06-18,,,0,0,15-Oct-10,1075,5
434,U8278,2010-06-01,16-Aug-10,,0,0,10-Nov-11,1280,6
434,U8278,2011-08-08,10-Nov-11,10-Nov-11,1280,6,15-Nov-12,1265,5
434,U8278,2012-08-01,18-Oct-12,20-Jul-12,1340,6,14-Nov-13,1450,4
434,U8278,2013-08-01,14-Nov-13,17-Jul-13,1410,6,17-Nov-14,1455,6
10156,U8285,2009-06-18,,,0,0,15-Oct-10,874,6
10156,U8285,2010-06-01,16-Aug-10,,0,0,14-Oct-11,992,5
10156,U8285,2011-08-08,14-Oct-11,14-Oct-11,992,5,15-Nov-12,996,5
10156,U8285,2012-08-01,18-Oct-12,20-Jul-12,1030,6,14-Nov-13,1105,5
10156,U8285,2013-08-01,14-Nov-13,17-Jul-13,1065,6,19-Nov-14,1125,6
10157,U8302,2009-06-18,,,0,0,15-Oct-10,958,5
10157,U8302,2010-06-01,16-Aug-10,,0,0,14-Oct-11,1030,4
10157,U8302,2011-08-08,14-Oct-11,14-Oct-11,1030,4,15-Nov-12,1035,4
10157,U8302,2012-08-01,18-Oct-12,20-Jul-12,1095,5,14-Nov-13,1210,4
10157,U8302,2013-08-01,14-Nov-13,17-Jul-13,1230,5,19-Nov-14,1210,0
439,U8313,2009-06-18,,,0,0,15-Oct-10,946,5
439,U8313,2010-06-01,16-Aug-10,01-Jun-10,928,6,,0,0
448,W9053,2010-06-01,31-Aug-10,,0,0,14-Oct-11,1095,6
448,W9053,2011-08-08,14-Oct-11,14-Oct-11,1095,6,15-Nov-12,1080,5
448,W9053,2012-08-01,18-Oct-12,20-Jul-12,1175,6,14-Nov-13,1260,6
448,W9053,2013-08-01,14-Nov-13,17-Jul-13,1275,6,19-Nov-14,1320,6
452,W9060,2010-06-01,31-Aug-10,,0,0,,0,0
453,W9069,2010-06-01,31-Aug-10,,0,0,14-Oct-11,1100,5
453,W9069,2011-08-08,14-Oct-11,14-Oct-11,1100,5,15-Nov-12,1050,4
453,W9069,2012-08-01,18-Oct-12,20-Jul-12,1140,5,14-Nov-13,1270,6
453,W9069,2013-08-01,14-Nov-13,17-Jul-13,1255,5,17-Nov-14,1320,6
10163,W9070,2010-06-01,31-Aug-10,,0,0,14-Oct-11,1145,5
10163,W9070,2011-08-08,14-Oct-11,14-Oct-11,1145,5,15-Nov-12,1150,6
10163,W9070,2012-08-01,18-Oct-12,20-Jul-12,1195,5,14-Nov-13,1340,6
10163,W9070,2013-08-01,14-Nov-13,17-Jul-13,1335,7,17-Nov-14,1365,5
456,W9076,2010-06-01,31-Aug-10,,0,0,10-Nov-11,1040,6
456,W9076,2011-08-08,10-Nov-11,10-Nov-11,1040,6,15-Nov-12,1070,5
456,W9076,2012-08-01,18-Oct-12,20-Jul-12,1125,6,13-Nov-13,1305,7
456,W9076,2013-08-01,13-Nov-13,01-Jul-13,1190,6,19-Nov-14,1230,6
457,W9077,2010-06-01,31-Aug-10,,0,0,14-Oct-11,1100,5
457,W9077,2011-08-08,14-Oct-11,14-Oct-11,1100,5,15-Nov-12,1100,5
457,W9077,2012-08-01,18-Oct-12,20-Jul-12,1160,5,14-Nov-13,1275,5
457,W9077,2013-08-01,14-Nov-13,17-Jul-13,1225,5,17-Nov-14,1305,5
461,W9109,2010-06-01,31-Aug-10,,0,0,14-Oct-11,1115,5
461,W9109,2011-08-08,14-Oct-11,14-Oct-11,1115,5,15-Nov-12,1095,5
461,W9109,2012-08-01,18-Oct-12,20-Jul-12,1140,6,14-Nov-13,1305,5
461,W9109,2013-08-01,14-Nov-13,17-Jul-13,1290,6,17-Nov-14,1325,5
10167,W9122,2010-06-01,31-Aug-10,,0,0,10-Nov-11,860,4
10167,W9122,2011-08-08,10-Nov-11,10-Nov-11,860,4,15-Nov-12,894,2
10167,W9122,2012-08-01,18-Oct-12,18-Oct-12,862,2,,0,0
463,W9123,2010-06-01,31-Aug-10,,0,0,14-Oct-11,1040,6
463,W9123,2011-08-08,14-Oct-11,14-Oct-11,1040,6,15-Nov-12,988,4
463,W9123,2012-08-01,18-Oct-12,20-Jul-12,1085,5,13-Nov-13,1225,6
463,W9123,2013-08-01,13-Nov-13,01-Jul-13,1170,5,17-Nov-14,1135,5
466,W9148,2010-06-01,31-Aug-10,,0,0,10-Nov-11,984,5
466,W9148,2011-08-08,10-Nov-11,10-Nov-11,984,5,15-Nov-12,1080,5
466,W9148,2012-08-01,18-Oct-12,20-Jul-12,1125,5,14-Nov-13,1270,5
466,W9148,2013-08-01,14-Nov-13,17-Jul-13,1150,5,17-Nov-14,1265,5
467,W9157,2010-06-01,31-Aug-10,,0,0,10-Nov-11,908,5
467,W9157,2011-08-08,10-Nov-11,10-Nov-11,908,5,15-Nov-12,954,5
467,W9157,2012-08-01,18-Oct-12,20-Jul-12,1040,5,13-Nov-13,1225,7
467,W9157,2013-08-01,13-Nov-13,,0,0,13-Nov-13,1225,7
470,W9186,2010-06-01,31-Aug-10,06-May-10,794,5,,0,0
471,W9187,2010-06-01,31-Aug-10,,0,0,10-Nov-11,910,3
471,W9187,2011-08-08,10-Nov-11,10-Nov-11,910,3,15-Nov-12,956,2
471,W9187,2012-08-01,18-Oct-12,20-Jul-12,1055,4,14-Nov-13,1220,4
471,W9187,2013-08-01,14-Nov-13,17-Jul-13,1175,4,17-Nov-14,1330,4
472,W9188,2010-06-01,31-Aug-10,,0,0,14-Oct-11,1180,6
472,W9188,2011-08-08,14-Oct-11,14-Oct-11,1180,6,15-Nov-12,1200,6
472,W9188,2012-08-01,18-Oct-12,20-Jul-12,1290,6,14-Nov-13,1340,5
472,W9188,2013-08-01,14-Nov-13,17-Jul-13,1315,5,19-Nov-14,1365,6
475,W9207,2010-06-01,31-Aug-10,,0,0,10-Nov-11,990,5
478,W9215,2010-06-01,31-Aug-10,,0,0,14-Oct-11,1085,5
478,W9215,2011-08-08,14-Oct-11,14-Oct-11,1085,5,15-Nov-12,1095,4
478,W9215,2012-08-01,18-Oct-12,20-Jul-12,1135,5,14-Nov-13,1295,7
478,W9215,2013-08-01,14-Nov-13,17-Jul-13,1290,6,19-Nov-14,1360,0
10176,W9216,2010-06-01,31-Aug-10,,0,0,14-Oct-11,1095,5
10176,W9216,2011-08-08,14-Oct-11,14-Oct-11,1095,5,15-Nov-12,1130,6
10176,W9216,2012-08-01,18-Oct-12,20-Jul-12,1290,6,14-Nov-13,1345,6
10176,W9216,2013-08-01,14-Nov-13,17-Jul-13,1290,6,19-Nov-14,1355,6
479,W9217,2010-06-01,31-Aug-10,,0,0,14-Oct-11,996,5
479,W9217,2011-08-08,14-Oct-11,14-Oct-11,996,5,15-Nov-12,1145,7
479,W9217,2012-08-01,18-Oct-12,18-Oct-12,1205,7,,0,0
480,W9224,2010-06-01,31-Aug-10,,0,0,14-Oct-11,1140,6
480,W9224,2011-08-08,14-Oct-11,14-Oct-11,1140,6,15-Nov-12,1175,5
480,W9224,2012-08-01,18-Oct-12,20-Jul-12,1210,6,14-Nov-13,1390,6
480,W9224,2013-08-01,14-Nov-13,17-Jul-13,1240,5,19-Nov-14,1390,6
485,W9251,2010-06-01,31-Aug-10,,0,0,10-Nov-11,912,5
485,W9251,2011-08-08,10-Nov-11,10-Nov-11,912,5,15-Nov-12,966,4
485,W9251,2012-08-01,18-Oct-12,18-Oct-12,908,4,,0,0
10180,X0087,2011-08-08,05-Oct-11,20-Jul-12,932,6,15-Nov-12,950,6
10180,X0087,2012-08-01,18-Oct-12,05-Sep-12,964,6,14-Nov-13,1175,7
10180,X0087,2013-08-01,14-Nov-13,17-Jul-13,1080,5,17-Nov-14,1205,6
10181,X0089,2011-08-08,05-Oct-11,02-Jul-12,938,6,15-Nov-12,938,6
10181,X0089,2012-08-01,18-Oct-12,05-Sep-12,972,7,14-Nov-13,1045,5
10181,X0089,2013-08-01,14-Nov-13,17-Jul-13,992,4,17-Nov-14,1120,5
10182,X0180,2011-08-08,05-Oct-11,20-Jul-12,954,6,15-Nov-12,964,6
10182,X0180,2012-08-01,18-Oct-12,05-Sep-12,936,6,14-Nov-13,1125,5
10182,X0180,2013-08-01,14-Nov-13,17-Jul-13,1125,6,,0,0
10183,X0259,2011-08-08,05-Oct-11,02-Jul-12,842,5,15-Nov-12,888,5
10183,X0259,2012-08-01,18-Oct-12,05-Sep-12,894,5,14-Nov-13,1160,6
10183,X0259,2013-08-01,14-Nov-13,17-Jul-13,1060,6,19-Nov-14,1185,5
10184,X0262,2011-08-08,05-Oct-11,20-Jul-12,716,4,15-Nov-12,724,4
10184,X0262,2012-08-01,18-Oct-12,05-Sep-12,714,4,14-Nov-13,844,4
10184,X0262,2013-08-01,14-Nov-13,17-Jul-13,828,4,17-Nov-14,920,5
10185,X0264,2011-08-08,05-Oct-11,20-Jul-12,848,5,15-Nov-12,774,6
10185,X0264,2012-08-01,18-Oct-12,05-Sep-12,816,5,14-Nov-13,898,5
10185,X0264,2013-08-01,14-Nov-13,17-Jul-13,900,5,19-Nov-14,954,6
10186,X0266,2011-08-08,05-Oct-11,20-Jul-12,910,0,15-Nov-12,940,5
10186,X0266,2012-08-01,18-Oct-12,05-Sep-12,894,0,14-Nov-13,1120,6
10186,X0266,2013-08-01,14-Nov-13,17-Jul-13,1030,6,19-Nov-14,1190,5
10187,X0269,2011-08-08,05-Oct-11,02-Jul-12,790,5,15-Nov-12,792,6
10187,X0269,2012-08-01,18-Oct-12,05-Sep-12,758,5,14-Nov-13,926,4
10187,X0269,2013-08-01,14-Nov-13,17-Jul-13,910,4,17-Nov-14,944,5
10188,X0271,2011-08-08,05-Oct-11,02-Jul-12,988,5,15-Nov-12,976,4
10188,X0271,2012-08-01,18-Oct-12,05-Sep-12,954,5,14-Nov-13,1105,4
10188,X0271,2013-08-01,14-Nov-13,17-Jul-13,1110,5,17-Nov-14,1215,5
10189,X0279,2011-08-08,05-Oct-11,02-Jul-12,682,5,15-Nov-12,842,6
10189,X0279,2012-08-01,18-Oct-12,18-Oct-12,864,6,,0,0
10190,X0286,2011-08-08,05-Oct-11,02-Jul-12,932,5,15-Nov-12,844,6
10190,X0286,2012-08-01,18-Oct-12,18-Oct-12,904,6,,0,0
10191,X0287,2011-08-08,05-Oct-11,02-Jul-12,922,6,15-Nov-12,896,6
10191,X0287,2012-08-01,18-Oct-12,05-Sep-12,924,6,14-Nov-13,1045,6
10191,X0287,2013-08-01,14-Nov-13,17-Jul-13,1020,4,19-Nov-14,1135,6
10192,X0290,2011-08-08,05-Oct-11,02-Jul-12,850,5,15-Nov-12,882,5
10192,X0290,2012-08-01,18-Oct-12,05-Sep-12,882,6,14-Nov-13,1075,5
10192,X0290,2013-08-01,14-Nov-13,17-Jul-13,668,4,17-Nov-14,1125,5
10193,X0291,2011-08-08,05-Oct-11,02-Jul-12,780,5,15-Nov-12,780,6
10193,X0291,2012-08-01,18-Oct-12,05-Sep-12,792,5,14-Nov-13,944,4
10193,X0291,2013-08-01,14-Nov-13,17-Jul-13,870,5,,0,0
10194,X0293,2011-08-08,05-Oct-11,02-Jul-12,712,4,15-Nov-12,716,5
10194,X0293,2012-08-01,18-Oct-12,05-Sep-12,706,4,14-Nov-13,864,4
10194,X0293,2013-08-01,14-Nov-13,17-Jul-13,814,5,19-Nov-14,960,6
10195,X0294,2011-08-08,05-Oct-11,02-Jul-12,840,5,15-Nov-12,842,5
10195,X0294,2012-08-01,18-Oct-12,05-Sep-12,838,5,14-Nov-13,1005,5
10195,X0294,2013-08-01,14-Nov-13,17-Jul-13,934,5,19-Nov-14,1055,5
10196,X0298,2011-08-08,05-Oct-11,02-Jul-12,896,6,15-Nov-12,864,6
10196,X0298,2012-08-01,18-Oct-12,05-Sep-12,1140,6,14-Nov-13,1055,5
10196,X0298,2013-08-01,14-Nov-13,17-Jul-13,1030,5,17-Nov-14,1120,5
10197,Y1002,2012-08-01,06-Dec-12,12-Jul-12,766,0,13-Nov-13,986,5
10197,Y1002,2013-08-01,13-Nov-13,01-Jul-13,902,5,17-Nov-14,1040,5
10198,Y1008,2012-08-01,06-Dec-12,12-Jul-12,738,0,13-Nov-13,1005,6
10198,Y1008,2013-08-01,13-Nov-13,01-Jul-13,935,7,17-Nov-14,1045,5
10199,Y1019,2012-08-01,06-Dec-12,12-Jul-12,690,0,13-Nov-13,944,7
10199,Y1019,2013-08-01,13-Nov-13,01-Jul-13,882,7,17-Nov-14,984,5
10200,Y1020,2012-08-01,06-Dec-12,12-Jul-12,846,0,13-Nov-13,1140,7
10200,Y1020,2013-08-01,13-Nov-13,01-Jul-13,1050,6,19-Nov-14,1230,7
10201,Y1022,2012-08-01,06-Dec-12,12-Jul-12,800,0,13-Nov-13,1085,6
10201,Y1022,2013-08-01,13-Nov-13,01-Jul-13,1060,7,19-Nov-14,1130,5
10202,Y1027,2012-08-01,06-Dec-12,12-Jul-12,690,0,13-Nov-13,938,6
10202,Y1027,2013-08-01,13-Nov-13,01-Jul-13,918,6,17-Nov-14,952,4
10203,Y1054,2012-08-01,06-Dec-12,12-Jul-12,668,0,13-Nov-13,962,5
10203,Y1054,2013-08-01,13-Nov-13,01-Jul-13,878,5,19-Nov-14,978,5
10204,Y1073,2012-08-01,06-Dec-12,12-Jul-12,766,0,13-Nov-13,1105,6
10204,Y1073,2013-08-01,13-Nov-13,01-Jul-13,1045,7,19-Nov-14,1210,6
10205,Y1089,2012-08-01,06-Dec-12,12-Jul-12,702,0,13-Nov-13,980,5
10205,Y1089,2013-08-01,13-Nov-13,01-Jul-13,954,7,19-Nov-14,1020,5
10206,Y1090,2012-08-01,06-Dec-12,12-Jul-12,742,0,13-Nov-13,956,5
10206,Y1090,2013-08-01,13-Nov-13,01-Jul-13,944,6,19-Nov-14,1035,5
10207,Y1116,2012-08-01,06-Dec-12,12-Jul-12,600,0,13-Nov-13,888,6
10207,Y1116,2013-08-01,13-Nov-13,,0,0,13-Nov-13,888,6
10208,Y1209,2012-08-01,06-Dec-12,12-Jul-12,764,0,13-Nov-13,1045,6
10208,Y1209,2013-08-01,13-Nov-13,,0,0,13-Nov-13,1045,6
10209,Y1229,2012-08-01,06-Dec-12,12-Jul-12,776,0,13-Nov-13,1050,5
10209,Y1229,2013-08-01,13-Nov-13,01-Jul-13,1005,5,17-Nov-14,1055,5
10210,Y1230,2012-08-01,06-Dec-12,12-Jul-12,624,0,13-Nov-13,846,5
10210,Y1230,2013-08-01,13-Nov-13,01-Jul-13,848,5,19-Nov-14,866,5
10211,Y1232,2012-08-01,06-Dec-12,12-Jul-12,600,0,,0,0
10212,Y1234,2012-08-01,06-Dec-12,12-Jul-12,646,0,13-Nov-13,916,5
10212,Y1234,2013-08-01,,01-Jul-13,876,6,17-Nov-14,886,4
10213,Y1235,2012-08-01,06-Dec-12,12-Jul-12,712,0,13-Nov-13,964,6
10213,Y1235,2013-08-01,13-Nov-13,01-Jul-13,888,6,19-Nov-14,1015,5
10214,Y1242,2012-08-01,06-Dec-12,12-Jul-12,536,0,13-Nov-13,780,6
10214,Y1242,2013-08-01,13-Nov-13,01-Jul-13,670,5,19-Nov-14,798,5
10215,Y1251,2012-08-01,06-Dec-12,12-Jul-12,550,0,13-Nov-13,1040,7
10215,Y1251,2013-08-01,13-Nov-13,,0,0,13-Nov-13,1040,7
10216,Y1253,2012-08-01,06-Dec-12,12-Jul-12,710,0,13-Nov-13,1085,6
10216,Y1253,2013-08-01,13-Nov-13,01-Jul-13,982,6,17-Nov-14,1150,5
10217,Z2061,2013-08-01,09-Oct-13,23-Jul-13,822,7,17-Nov-14,994,5
10218,Z2083,2013-08-01,09-Oct-13,23-Jul-13,652,6,17-Nov-14,1010,6
10219,Z2084,2013-08-01,09-Oct-13,23-Jul-13,720,7,17-Nov-14,1085,7
10220,Z2111,2013-08-01,09-Oct-13,23-Jul-13,752,6,17-Nov-14,1015,5
10221,Z2198,2013-08-01,09-Oct-13,23-Jul-13,610,6,17-Nov-14,826,4
10222,Z2202,2013-08-01,09-Oct-13,23-Jul-13,730,6,19-Nov-14,1025,5
