chaps_id,CalfID,date_weighed,weight,hip_height,frame_score,status
541,X0145,2010-10-15,544,42,4.6,FALSE
542,X0146,2010-10-15,510,41.5,4.4,FALSE
543,X0155,2010-10-15,486,41.5,4.1,FALSE
544,X0157,2010-10-15,504,38.5,2.6,FALSE
545,X0167,2010-10-15,586,42.5,4.6,FALSE
546,X0172,2010-10-15,418,40,3.7,FALSE
547,X0188,2010-10-15,456,39,3,FALSE
548,X0195,2010-10-15,538,41.5,4.3,FALSE
549,X0196,2010-10-15,508,41,4.3,FALSE
550,X0197,2010-10-15,500,41,4.3,FALSE
551,X0202,2010-10-15,562,40,3.8,FALSE
