chaps_id,entry_date,weight,hip_height,frame_score,status,notes,group,stage
500,2011-04-19,790,46.5,3.2,TRUE,BANDED 11/15/2011,,I
501,,0,0,0,FALSE,,,I
502,,0,0,0,FALSE,,,I
503,,0,0,0,FALSE,,,I
504,,0,0,0,FALSE,,,I
505,2011-04-19,666,0,0,TRUE,,,I
506,2011-04-19,642,45,2.5,TRUE,"BANDED 11/15/2011
SOLD 12/01/2011",,I
507,2011-04-19,564,0,0,TRUE,,,I
508,,0,0,0,FALSE,,,I
509,2011-04-19,658,45.5,2.8,TRUE,,,I
510,2011-04-19,690,47,3.5,TRUE,BANDED 11/15/2011,,I
511,,0,0,0,FALSE,,,I
512,,0,0,0,FALSE,,,I
513,,0,0,0,FALSE,,,I
514,2011-04-19,680,45.5,2.8,TRUE,,,I
515,,0,0,0,FALSE,,,I
516,,0,0,0,FALSE,,,I
517,,0,0,0,FALSE,,,I
518,2011-04-19,690,0,0,TRUE,,,I
519,2011-04-19,792,46.5,3.3,TRUE,BANDED 11/15/2011    DIED 11/21/2011 CASTRATION BAND CAME OFF AND BLED OUT,,I
520,2011-04-19,850,47,3.6,TRUE,BANDED 11/14/2011,,I
521,2011-04-19,762,44.5,2.4,TRUE,BANDED 11/15/2011,,I
522,,0,0,0,FALSE,,,I
523,,0,0,0,FALSE,,,I
524,,0,0,0,FALSE,,,I
525,2011-04-19,788,47.5,3.9,TRUE,,,I
526,2011-04-19,822,47.5,3.9,TRUE,BANDED 11/15/2011,,I
527,,0,0,0,FALSE,,,I
528,2011-04-19,630,0,0,TRUE,,,I
529,,0,0,0,FALSE,,,I
530,2011-04-19,648,46.5,3.4,TRUE,,,I
531,2011-04-19,798,46.5,3.5,TRUE,BANDED 11/15/2011,,I
532,2011-04-19,604,0,0,TRUE,,,I
533,2011-04-19,806,46.5,3.5,TRUE,BANDED 11/15/2011,,I
534,2011-04-19,606,0,0,TRUE,,,I
535,2011-04-19,730,46.5,3.5,TRUE,,,I
536,,0,0,0,FALSE,,,I
537,2011-04-19,790,45,2.7,TRUE,BANDED 11/15/2011,,I
538,,0,0,0,FALSE,,,I
539,,0,0,0,FALSE,,,I
540,,0,0,0,FALSE,,,I
541,,0,0,0,FALSE,,,I
542,,0,0,0,FALSE,,,I
543,2011-04-19,656,45,2.8,TRUE,BANDED 11/15/2011,,I
544,2011-04-19,674,43,1.8,TRUE,,,I
