chaps_id,entry_date,weight,hip_height,frame_score,back_fat,rib_eye,marbling,scrotum_circum,scrotum_date,pelvic_area,pelvic_date,status,notes,365_day_weight,stage
53,22-Oct-90,550,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
54,22-Oct-90,595,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
55,17-Oct-90,614,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
56,17-Oct-90,575,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
57,17-Oct-90,475,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
58,22-Oct-90,565,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
59,22-Oct-90,600,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
60,17-Oct-90,486,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
61,22-Oct-90,550,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
62,19-Oct-90,542,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
63,17-Oct-90,560,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
64,22-Oct-90,602,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
65,18-Oct-90,505,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
66,17-Oct-90,490,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
67,19-Oct-90,510,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
68,22-Oct-90,568,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
69,22-Oct-90,555,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
70,22-Oct-90,494,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
71,22-Oct-90,542,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
72,19-Oct-90,509,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
73,19-Oct-90,485,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
74,15-Oct-93,650,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
75,15-Oct-93,674,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
76,08-Oct-93,665,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
77,15-Oct-93,610,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
78,19-Oct-93,495,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
79,15-Oct-93,609,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
80,18-Oct-93,600,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
81,19-Oct-93,600,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
82,15-Oct-93,609,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
83,07-Oct-93,615,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
84,07-Oct-93,582,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
85,07-Oct-93,566,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
86,07-Oct-93,616,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
87,07-Oct-93,518,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
88,07-Oct-93,500,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
89,07-Oct-93,547,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
90,07-Oct-93,697,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
91,08-Oct-93,535,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
92,15-Oct-93,575,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
93,15-Oct-93,577,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
94,07-Oct-93,556,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
95,18-Oct-93,550,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
96,07-Oct-93,615,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
97,15-Oct-93,575,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
98,06-Oct-93,630,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
99,08-Oct-93,465,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
100,08-Oct-93,610,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
101,07-Oct-93,662,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
102,07-Oct-93,635,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
103,15-Oct-93,619,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
104,06-Oct-93,670,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
105,19-Oct-93,642,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
106,15-Oct-93,535,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
107,08-Oct-93,513,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
108,07-Oct-93,633,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
109,07-Oct-93,630,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
110,06-Oct-93,640,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
111,07-Oct-93,680,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
112,18-Oct-93,575,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
113,06-Oct-93,685,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
114,15-Oct-93,613,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
115,07-Oct-93,660,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
116,07-Oct-93,570,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
117,08-Oct-93,631,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
118,07-Oct-93,601,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
119,19-Oct-93,680,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
120,07-Oct-93,517,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
121,19-Oct-93,579,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
122,06-Oct-93,530,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
123,07-Oct-93,581,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
124,07-Oct-93,372,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
125,06-Oct-93,515,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
126,06-Oct-93,545,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
127,08-Oct-93,502,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
128,15-Oct-93,602,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
129,07-Oct-93,584,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
130,07-Oct-93,428,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
131,15-Oct-93,536,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
132,07-Oct-93,520,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
133,15-Oct-93,522,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
134,08-Oct-93,547,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
135,18-Oct-93,566,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
136,07-Oct-93,395,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
137,07-Oct-93,590,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
138,19-Oct-93,492,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
139,18-Oct-93,524,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
140,15-Oct-93,481,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
141,15-Oct-93,508,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
142,15-Oct-93,531,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
143,15-Oct-93,668,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
144,07-Oct-93,574,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
145,07-Oct-93,556,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
146,19-Oct-93,547,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
147,19-Oct-93,540,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
148,08-Oct-93,456,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
149,19-Oct-93,515,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
150,08-Oct-93,518,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
151,15-Oct-93,560,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
152,07-Oct-93,659,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
153,18-Oct-93,538,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
154,15-Oct-93,570,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
155,19-Oct-93,578,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
156,08-Oct-93,429,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
157,19-Oct-93,557,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
158,07-Oct-93,670,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
159,18-Oct-93,456,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
160,07-Oct-93,492,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
161,07-Oct-93,482,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
162,06-Oct-93,555,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
163,07-Oct-93,551,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
164,15-Oct-93,472,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
165,15-Oct-93,474,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
166,18-Oct-93,505,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
167,06-Oct-93,520,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
168,15-Oct-93,530,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
169,08-Oct-93,470,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
170,06-Oct-93,490,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
171,15-Oct-93,591,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
172,15-Oct-93,470,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
173,15-Oct-93,583,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
174,19-Oct-93,495,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
175,07-Oct-93,472,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
176,19-Oct-93,545,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
177,07-Oct-93,433,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
178,15-Oct-93,500,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
179,06-Oct-93,480,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
180,06-Oct-93,525,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
181,15-Oct-93,549,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
182,06-Oct-93,570,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
183,08-Oct-93,483,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
184,07-Oct-93,588,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
185,19-Oct-93,480,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
186,07-Oct-93,486,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
187,07-Oct-93,500,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
188,15-Oct-93,508,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
189,07-Oct-93,630,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
190,07-Oct-93,517,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
191,18-Oct-93,445,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
192,15-Oct-93,535,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
193,18-Oct-93,450,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
194,18-Oct-93,450,0,0,0,0,0,0,02-Jan-00,0,02-Jan-00,FALSE,,0,R
195,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
196,11-Feb-14,410,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,560.2,R
197,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
198,11-Feb-14,372,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,533.46,R
199,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
200,11-Feb-14,616,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,779.2,R
201,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
202,11-Feb-14,526,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,669.95,R
203,11-Feb-14,598,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,795.18,R
204,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
205,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
206,11-Feb-14,410,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,593.52,R
207,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
208,11-Feb-14,600,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,692.09,R
209,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
210,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
211,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
212,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
213,11-Feb-14,542,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,681.84,R
214,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
215,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
216,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
217,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
218,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
219,11-Feb-14,620,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,831.89,R
220,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
221,11-Feb-14,610,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,771.48,R
222,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
223,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
224,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
225,11-Feb-14,552,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,716.43,R
226,11-Feb-14,602,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,806.92,R
227,11-Feb-14,656,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,843.88,R
228,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
229,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
230,11-Feb-14,560,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,803.2,R
231,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
232,11-Feb-14,602,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,770.57,R
233,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
234,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
235,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
236,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
237,11-Feb-14,398,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,577.2,R
238,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
239,11-Feb-14,532,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,687.26,R
240,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
241,11-Feb-14,444,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,660.93,R
242,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
243,11-Feb-14,594,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,758.44,R
244,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
245,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
246,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
247,11-Feb-14,550,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,734.4,R
248,11-Feb-14,590,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,782.9,R
249,11-Feb-14,524,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,704.86,R
250,11-Feb-14,646,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014,823.43,R
251,11-Feb-14,572,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,726.91,R
252,11-Feb-14,566,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,724.74,R
253,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
254,11-Feb-14,586,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,740.39,R
255,11-Feb-14,508,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,773.1,R
256,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
257,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
258,11-Feb-14,508,0,0,0,0,0,0,,0,,TRUE,"SPAY 05/12/2014
SOLD 10/16/2014",700.59,R
259,11-Feb-14,520,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,711.28,R
260,11-Feb-14,594,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014    SOLD 10/16/2014,784.99,R
261,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
262,11-Feb-14,496,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014,712.87,R
263,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
264,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
265,11-Feb-14,630,0,0,0,0,0,0,,0,,TRUE,SPAY 05/12/2014,872.48,R
266,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
267,11-Feb-14,658,0,0,0,0,0,0,,0,,TRUE,"SPAY 05/12/2014
SOLD 10/16/2014",900.56,R
268,11-Feb-14,658,0,0,0,0,0,0,,0,,TRUE,"SPAY 05/12/2014
SOLD 10/16/2014",895.47,R
269,11-Feb-14,532,0,0,0,0,0,0,,0,,TRUE,"SPAY 05/12/2014
SOLD 10/16/2014",730.2,R
270,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
271,11-Feb-14,478,0,0,0,0,0,0,,0,,TRUE,"SPAY 05/12/2014
SOLD 10/16/2014",712.53,R
272,11-Feb-14,628,0,0,0,0,0,0,,0,,TRUE,"SPAY 05/12/2014
SOLD 10/16/2014",848.68,R
273,,0,0,0,0,0,0,0,,0,,FALSE,,0,R
